Table No.19 (b),,,,,,,,
"STATEMENT ON REMMITTANCE-WISE DETAILS OF FDI EQUITY INFLOWS RECEIVED BY ACQUISITION OF
271,Shared Last Mile Private Limited,Singapore,"Ofo Sg Pte Ltd, Singapore",REGION NOT INDICATED,Renting and leasing of recreational and sports goods,0.00,0.00,
272,Go-Heights Real Estate Pvt Ltd,Mauritius,"Callisto Holdings Limited,Mauritius",REGION NOT INDICATED,Real estate activities with own or leased property,0.05,0.00,
273,Go-Heights Real Estate Pvt Ltd,Mauritius,"Callisto Holdings Limited,Mauritius",REGION NOT INDICATED,Real estate activities with own or leased property,0.05,0.00,
274,Sahrudaya Health Care Private Limited,Netherlands,Abc Medicover Holdings B.V.-Netherlands,"REGION NOT
INDICATED",Hospital activities,49.87,0.76,
275,Techxus Secured Business Solutions,Sweden,"Nexus Holdings Ab M
,Sweden",REGION NOT INDICATED,Other information technology and computer service activities n.e.c.,0.10,0.00,
276,Zinka Logistics Solutions Private Limite,Mauritius,"Apoletto Asia Limited , Mauritius",REGION NOT,Motorised road freight transport,3.59,0.05,
Sl. No,Name of Indian Company,Country,Name of Foreign Collaborator,"RBI
Regional Office",Item of Manufacture,Amount of FDI Inflows,,
,,,,,,(In Rs million),(In US$ million),
,,,,INDICATED,,,,
277,MAX LIFE INSURANCE COMPANY LTD,Japan,MITSUI SUMITOMO INSURANCE COMPANY LTD -,REGION NOT INDICATED,Life insurance,538.72,8.21,
278,Neev Knowledge Managment Pvt Ltd,Netherlands,"Global Education International B. V., Ne",REGION NOT INDICATED,Other educational services n.e.c.,33.75,0.51,
279,Talec Engineers Private Limited,Sweden,"Fertiliser Holding As, Sweden",REGION NOT INDICATED,Architectural and engineering activities and related technical consultancy,0.10,0.00,
280,Talec Engineers Private Limited,Sweden,"Fertiliser Holding As, Sweden","REGION
NOT INDICATED","Architectural and engineering
activities and related technical consultancy",0.10,0.00,
281,Temasek Holdings Advisors India Private,Singapore,"Temasek Global Pte. Ltd., Singapore","REGION NOT
INDICATED",Activities auxiliary to financial service activities n.e.c.,0.01,0.00,
282,Qts Service India Private Limited,Italy,"Qts S.R.L, Italy",REGION NOT INDICATED,Services incidental to on shore oil extraction,0.07,0.00,
283,NEVITON SOFTECH (P) LTD,Romania,"UNIVERSAL ALLOY CORPORATION EUROPE SRL ,",REGION NOT INDICATED,"Writing , modifying, testing of computer program to meet the needs of a particular client excluding web-page designing",2.91,0.04,
284,NEVITON SOFTECH (P) LTD,Romania,"UNIVERSAL ALLOY CORPORATION DESIGN SRL ,",REGION NOT INDICATED,"Writing , modifying, testing of computer program to meet the needs of a particular client
excluding web-page designing",5.82,0.09,
285,NEVITON SOFTECH (P) LTD,Romania,"UNIVERSAL ALLOY CORPORATION DESIGN SLR,",REGION NOT INDICATED,"Writing , modifying, testing of computer program to meet the needs of a particular client excluding web-page designing",5.82,0.09,
286,NEVITON SOFTECH (P) LTD,Romania,"UNIVERSAL ALLOY CORPORATION DESIGN SRL ,",REGION NOT INDICATED,"Writing , modifying, testing of computer program to meet the needs of a particular client
excluding web-page designing",5.82,0.09,
287,NEVITON SOFTECH (P) LTD,Romania,"UNIVERSAL ALLOY CORPORATION EUROPE SRL ,",REGION NOT INDICATED,"Writing , modifying, testing of computer program to meet the needs of a particular client excluding web-page designing",0.58,0.01,
288,NEVITON SOFTECH (P) LTD,Romania,"UNIVERSAL ALLOY CORPORATION EUROPE SRL ,",REGION NOT INDICATED,"Writing , modifying, testing of computer program to meet the needs of a particular client
excluding web-page designing",0.57,0.01,
289,NEVITON SOFTECH (P) LTD,Romania,"UNIVERSAL ALLOY CORPORATION EUROPE SRL ,",REGION NOT INDICATED,"Writing , modifying, testing of computer program to meet the needs of a particular client excluding web-page designing",0.58,0.01,
290,NEVITON SOFTECH (P) LTD,Romania,"UNIVERSAL ALLOY CORPORATION EUROPE SRL ,",REGION NOT INDICATED,"Writing , modifying, testing of computer program to meet the needs of a particular client excluding web-page designing",0.58,0.01,
291,AVENTICS INDIA PVT LTD,Luxembourg,AVENTICS HOLDING SARL - LUXEMBOURG,REGION NOT INDICATED,Manufacture of other electrical equipment,0.09,0.00,
292,NEVITON SOFTECH (P) LTD,Romania,"UNIVERSAL ALLOY CORPORATION EUROPE SRL ,",REGION NOT INDICATED,"Writing , modifying, testing of computer program to meet the needs of a particular client excluding web-page designing",0.73,0.01,
293,BROWSERSTACK SOFTWARE PRIVATE LIMITED,Iceland,"Browserstack Limited , ICELAND",REGION NOT INDICATED,Other information technology and computer service activities n.e.c.,0.05,0.00,
294,GLITCH MEDIA PRIVATE LIMITED,Netherlands,RUSSELL SQUARE HOLDING,REGION,Reproduction of recorded media,115.02,1.75,
Sl. No,Name of Indian Company,Country,Name of Foreign Collaborator,"RBI
Regional Office",Item of Manufacture,Amount of FDI Inflows,,
,,,,,,(In Rs million),(In US$ million),
,,,B. V. (NETHERLAND,NOT INDICATED,,,,
295,CENTRAL INVESTIGATION AND SECURITY SERVI,Singapore,OCS GROUP SINGAPORE PTE LIMITED (SINGAPO,REGION NOT INDICATED,Private security activities,3.19,0.05,
296,CENTRAL INVESTIGATION AND SECURITIES SER,Singapore,OCS GROUP SINGAPORE PTE LIMITED (SINGAPO,REGION NOT INDICATED,Private security activities,3.19,0.05,
297,WOW MOMO FOODS PRIVATE LIMITED,Mauritius,"INDIA 2020 FUND II, LIMITED (MAURITIUS)","REGION
NOT INDICATED","Cafeterias, fast-food restaurants
and other food preparation in market stalls",1.10,0.02,
298,Youfirst Money Express Private Limited,Singapore,Ebix Fincorp Exchange Pte Limited,REGION NOT INDICATED,"Other financial service activities, except insurance and pension funding activities, n.e.c.",513.68,7.83,
299,SUSHI AND MORE INDIA PVT LTD,Japan,SUSHI AND MORE LTD - JAPAN,REGION NOT INDICATED,Restaurants without bars,0.05,0.00,
300,Futuristic Infradevelopers Private Limit,Singapore,VUI Systems (Pte.) Limited,REGION NOT INDICATED,Human resources provision and management of human resources functions,0.05,0.00,
301,Radiant Power Systems Private Limited,Singapore,Lakshya Holding Pte. Ltd.,REGION NOT INDICATED,Manufacture of other electrical equipment,13.33,0.20,
302,Lectrix Urban Emobility Private Limited,Singapore,Lakshya Holding Pte. Ltd.,"REGION
NOT INDICATED",Manufacture of other electrical equipment,8.57,0.13,
303,Sapiens Technologies (1982) India Privat,Israel,Sapiens Technologies (1982) Ltd,REGION NOT INDICATED,Other information technology and computer service activities n.e.c.,15.13,0.23,
304,Digiretail Software India Private Limite,Singapore,Lakshya E-Commerce Pte Ltd,REGION NOT INDICATED,Other information technology and computer service activities n.e.c.,30.00,0.46,
305,Anvil Real Estate Analytics Private Limi,Norway,Anvil AS,REGION NOT INDICATED,Management of other investment funds,0.06,0.00,
306,Samunnati Financial Intermediation & Ser,Mauritius,Accel India V (MAURITIUS) Limited,REGION NOT INDICATED,"Other financial service activities, except insurance and pension funding activities, n.e.c.",20.00,0.30,
307,Sula Vineyards Pvt Ltd,Singapore,"Verlinvest Asia Pte Ltd, Singapore",REGION NOT INDICATED,Manufacture of wines,"2,555.81",38.94,
308,Sula Vineyards Pvt Ltd,Singapore,"Verlinvest Asia Pte Ltd, Singapore",REGION NOT INDICATED,Manufacture of wines,117.91,1.80,
309,Healthium Medtech Private Limited,Singapore,TPG Growth II SF Pte Ltd,REGION NOT INDICATED,"Manufacture of medical impregnated wadding, gauze, bandages, dressings, surgical gut string etc.",533.74,8.13,
310,Healthium Medtech Private Limited,Singapore,TPG Growth II SF Pte Ltd,REGION NOT INDICATED,"Manufacture of medical impregnated wadding, gauze, bandages, dressings, surgical gut
string etc.","1,155.63",17.61,
311,GEECY VINCOTTE INDIA PVT LTD,France,APAVE INTERNATIONAL - FRANCE,REGION NOT INDICATED,Technical testing and analysis,18.99,0.29,
312,Healthium Medtech Private Limited,Singapore,TPG Growth II SF Pte Ltd,REGION NOT INDICATED,"Manufacture of medical impregnated wadding, gauze, bandages, dressings, surgical gut string etc.",355.67,5.42,
313,Flight Raja Travels Private Limited,Singapore,Ebix Fincorp Exchange Pte Ltd,REGION NOT,Travel agency activities,0.93,0.01,
Sl. No,Name of Indian Company,Country,Name of Foreign Collaborator,"RBI
Regional Office",Item of Manufacture,Amount of FDI Inflows,,
,,,,,,(In Rs million),(In US$ million),
,,,,INDICATED,,,,
314,Healthium Medtech Private Limited,Singapore,TPG Growth II SF PTE Ltd,REGION NOT INDICATED,"Manufacture of medical impregnated wadding, gauze, bandages, dressings, surgical gut string etc.",570.17,8.69,
315,LITHASA TECHNOLOGIES PRIVATE LIMITED Add,Singapore,"SADEESH RAGHAVAN Address: UNIT 09-05, SU",REGION NOT INDICATED,Publishing of operating systems and system software,0.42,0.01,
316,Tumus Electric Corporation Limited,Mauritius,Redribbon Modulex Buildings Limited,"REGION
NOT INDICATED",Manufacture of other electrical equipment,0.05,0.00,
317,"Digital Doctor private Limited,I-9,LGF,L",Belize,"Digital Care Co LTD,5571,Meighan Avenue,",REGION NOT INDICATED,Other information service activities n.e.c.,0.09,0.00,
318,Lenskart Solutions Private Limited,Mauritius,"TR Capital III Mauritius , MAURITIUS",REGION NOT INDICATED,"Wholesale of watches, clocks and optical goods",537.01,8.18,
319,BLUE JAY FINLEASE LIMITED,Mauritius,MATRIX PARTNERS INDIA INVESTMENTS II EXT,REGION NOT INDICATED,"Other financial service activities, except insurance and pension funding activities, n.e.c.",2.00,0.03,
320,Vikhroli Corporate Park Private Limited,Singapore,"BREP Asia HCC Holding (NQ) Pte. Ltd , Si",REGION NOT INDICATED,Construction and maintenance of industrial facilities such as refineries chemical plants etc.,0.51,0.01,
321,SAHRUDAYA HEALTH CARE PRIVATE LIMITED,Netherlands,"ABC MEDICOVER HOLDINGS BV , NETHERLANDS","REGION
NOT INDICATED",Hospital activities,30.54,0.47,
322,NESTAWAY TECHNOLOGIES PRIVATE LIMITED,Singapore,GOLDMAN SACHS ASIA STRATEGIC PTE LIMITED,REGION NOT INDICATED,Operation of web sites that use a search engine to generate and maintain extensive databases of internet addresses and content in an easily searchable format,0.19,0.00,
323,NESTAWAY TECHNOLOGIES PRIVATE LIMITED,Singapore,GOLDMAN SACHS ASIA STRATEGIC PTE LIMITED,REGION NOT INDICATED,Operation of web sites that use a search engine to generate and maintain extensive databases of internet addresses and content in an easily searchable format,62.67,0.95,
324,QUEST DIAGNOSTICS HTAS INDIA PVT LTD,Luxembourg,QUEST DIAGNOSTICS SUDSIDIARY HOLDINGS SA,REGION NOT INDICATED,"Other data processing, hosting and related activities n.e.c.",0.00,0.00,
325,BLUEJAY FINLEASE LTD,Mauritius,MATRIX PARTNERS INDIA INVESTMENTS II EXT,REGION NOT INDICATED,"Other financial service activities, except insurance and pension funding activities, n.e.c.",1.25,0.02,
326,BLUEJAY FINLEASE LTD,Mauritius,MATRIX PARTNERS INDIA INVESTMENTS II EXT,"REGION
NOT INDICATED","Other financial service activities,
except insurance and pension funding activities, n.e.c.",1.88,0.03,
327,HAMARA INDUSTRIES PVT LTD,U.S.A,MICHAEL WILLIAM BALDWIN,"REGION NOT
INDICATED",Other building completion and finishing,0.03,0.00,
328,Lyceum Technologies Inc,U.S.A,"Lyceum Technologies Inc, Usa",REGION NOT INDICATED,"Other data processing, hosting and related activities n.e.c.",0.37,0.01,
329,Curatio Healthcare (I) Pvt Ltd,Mauritius,"Camel Investments Ltd, Mauritius",REGION NOT INDICATED,"Wholesale of toiletry, perfumery and cosmetics",76.93,1.17,
330,Curatio Healthcare (I) Pvt Ltd,Mauritius,"Camel Investments Ltd, Mauritius",REGION NOT INDICATED,"Wholesale of toiletry, perfumery and cosmetics",76.09,1.16,
331,Curatio Healthcare (I) Pvt Ltd,Mauritius,"Camel Investments Ltd, Mauritius","REGION
NOT INDICATED","Wholesale of toiletry, perfumery and cosmetics",25.04,0.38,
332,Curatio Healthcare (I) Pvt Ltd,Mauritius,"Camel Investments Ltd,",REGION,"Wholesale of toiletry, perfumery",10.00,0.15,
Sl. No,Name of Indian Company,Country,Name of Foreign Collaborator,"RBI
Regional Office",Item of Manufacture,Amount of FDI Inflows,,
,,,,,,(In Rs million),(In US$ million),
,,,Mauritius,NOT INDICATED,and cosmetics,,,
333,FEEDBACK INFRA PVT LTD,Singapore,ZENITH INFRA INVESTMENT HOLDINGS PTE LTD,REGION NOT INDICATED,"Other professional, scientific and technical activities n.e.c.",500.00,7.62,
334,Curatio Healthcare (I) Pvt Ltd,Mauritius,"Camel Investments Ltd, Mauritius",REGION NOT INDICATED,"Wholesale of toiletry, perfumery and cosmetics",7.55,0.11,
335,Curatio Healthcare (I) Pvt Ltd,Mauritius,"Camel Investments Ltd, Mauritius","REGION
NOT INDICATED","Wholesale of toiletry, perfumery and cosmetics",8.76,0.13,
336,Curatio Healthcare (I) Pvt Ltd,Mauritius,"Camel Investments Ltd, Mauritius",REGION NOT INDICATED,"Wholesale of toiletry, perfumery and cosmetics",39.31,0.60,
337,Curatio Healthcare (I) Pvt Ltd,Mauritius,"Camel Investments Ltd, Mauritius",REGION NOT INDICATED,"Wholesale of toiletry, perfumery and cosmetics",54.37,0.83,
338,Curatio Healthcare (I) Pvt Ltd,Mauritius,"Camel Investments Ltd, Mauritius",REGION NOT INDICATED,"Wholesale of toiletry, perfumery and cosmetics",9.49,0.14,
339,Eywa Pharma Private Ltd,Singapore,"Eywa Pharma Pte Ltd, Singapore",REGION NOT INDICATED,Manufacture of allopathic pharmaceutical preparations,0.10,0.00,
340,Etesian Urja Limited,Japan,"Orix Corporation, Japan","REGION
NOT INDICATED",Electric power generation using other non conventional sources,966.68,14.73,
341,Indus Towers Limited,Mauritius,Prime Metals Ltd. (MAURITIUS),REGION NOT INDICATED,Activities of other wireless telecommunications activities,0.00,0.00,
342,Feedback Infra Private Limited,Singapore,Zenith Infra Investment Holdings Pte. Lt,REGION NOT INDICATED,"Other professional, scientific and technical activities n.e.c.",228.04,3.38,
343,EIRENE LAND SYSTEMS PRIVATE LIMITED,Singapore,KUBBERLAXMI PTE LIMITED 80 RAFFLES PLACE,REGION NOT INDICATED,Publishing of operating systems and system software,0.10,0.00,
344,SAHRUDAYA HEALTH CARE PRIVATE LIMITED,Netherlands,ABC MEDICOVER HOLDINGS BV LUCHTHA VENWEG,REGION NOT INDICATED,Hospital activities,7.63,0.11,
345,MAYA DIGITAL STUDIOS PRIVATE LIMITED,Singapore,"COSMOS ANIMATION SINGAPORE PTE. LTD. , S",REGION NOT INDICATED,Production of motion picture,0.12,0.00,
346,Ess Kay Fincorp Limited,Mauritius,"Norwest Venture Partners X- Mauritius , M",REGION NOT INDICATED,Other credit granting,18.71,0.28,
347,ESSAR CONSTRUCTIONS INDIA LIMITED,UAE,"ESSAR PROJECTS LIMITED , UAE",REGION NOT INDICATED,"Construction and maintenance of motorways, streets, roads, other vehicular and pedestrian ways, highways, bridges, tunnels and subways",0.10,0.00,
348,INDUSTRIAL GUAR PRODUCTS PVT LTD,U.S.A,PFP TECHNOLOGY LLC - UNITED STATES OF AM,"REGION
NOT INDICATED",Other grain milling and processing n.e.c.,3.70,0.05,
349,SUNBORNE ENERGY RAJASTHAN SOLAR PRIVATE,Cyprus,"FOCAL ENERGY PROJECTS LIMITED, 2 ROMANOU",REGION NOT INDICATED,Electric power generation using solar energy,0.17,0.00,
350,SUNBORNE ENERGY RAJASTHAN SOLAR PRIVATE,Cyprus,"FOCAL ENERGY SOLAR LIMITED, TLAIS HOUSE,",REGION NOT INDICATED,Electric power generation using solar energy,40.05,0.59,
351,"FEEDBACK INFRA PRIVATE LIMITED
Addres: 3",Singapore,ZENITH INFRA INVESTMENT HOLDINGS PTE LIM,"REGION
NOT INDICATED","Other professional, scientific and technical activities n.e.c.",772.14,11.43,
Sl. No,Name of Indian Company,Country,Name of Foreign Collaborator,"RBI
Regional Office",Item of Manufacture,Amount of FDI Inflows,,
,,,,,,(In Rs million),(In US$ million),
352,MOVINGUP PRODUCTS PRIVATE LIMITED,West Indies,"CHRISTOPHER HENRY GAYLE
, WEST INDIES",REGION NOT INDICATED,Other information technology and computer service activities n.e.c.,0.02,0.00,
353,YB TECHSOLUTIONS PVT LTD,South Korea,MR. PARK SI JOONG - SOUTH KOREA,"REGION
NOT INDICATED","Wholesale of electrical machinery, equipment and supplies, n.e.c.",1.18,0.02,
354,MOVINGUP PRODUCTS PRIVATE LIMITED,West Indies,"DINANATH RAMNARINE , WEST INDIES","REGION NOT
INDICATED",Other information technology and computer service activities n.e.c.,0.00,0.00,
355,NORTH DELHI METRO MALL PVT LTD,Singapore,"MORIBUS HOLDING PTE LTD
- SINGAPORE",REGION NOT INDICATED,Construction of buildings carried out on own-account basis or on a fee or contract basis,229.27,3.39,
356,INFOPEERS SOLUTIONS PVT LTD,U.S.A,LESLEY ROBIN BERNSTEIN - UNITED STATES O,REGION NOT INDICATED,Other information technology and computer service activities n.e.c.,0.05,0.00,
357,INSTALOGIC TECHNOLOGIES PVT LTD,U.S.A,NOVA CREDIT INC - UNITED STATES OF AMERI,REGION NOT INDICATED,Other information service activities n.e.c.,0.00,0.00,
358,JWALA TECHNOLOGY SYSTEMS PVT LTD,U.S.A,EULER SYSTEMS INC - UNITED STATES OF AME,REGION NOT INDICATED,"Operation of other websites that act as portals to the Internet, such as media sites providing
periodically updated content",0.10,0.00,
359,TIMEZONE ENTERTAINMENT PVT LTD,Singapore,TIMEZONE WEST ASIA PTE LTD - SINGAPORE,REGION NOT INDICATED,Other amusement and recreation activities n.e.c.,7.40,0.11,
360,Antworks Solutions India Private Limited,Singapore,"Antworks Pte. Ltd, Singapore",REGION NOT INDICATED,Data processing activities including report writing,0.05,0.00,
361,Metropolis Histoxpert Digital Services P,Netherlands,"Koninklijke Philips N.V., Netherlands",REGION NOT INDICATED,Activities of independent diagnostic/pathological laboratories,0.04,0.00,
362,VINCOTTE INTERNATIONAL INDIA ASSESMENT S,France,APAVE INTERNATIONAL - FRANCE,"REGION
NOT INDICATED",Technical testing and analysis,42.34,0.65,
363,Blankchq Information Technologies Privat,Singapore,"Disrptiv Exchange Pte. Lte, Singapore",REGION NOT INDICATED,"Writing , modifying, testing of computer program to meet the needs of a particular client excluding web-page designing",2.00,0.03,
364,Arman Logistics Park Private Limited,Mauritius,"Everock Realty Private Limited, Mauritiu",REGION NOT INDICATED,Construction of buildings carried out on own-account basis or on a fee or contract basis,0.20,0.00,
365,Kannur International Airport Ltd,UAE,Kurian K Abraham,REGION NOT INDICATED,Cargo handling incidental to air transport,0.05,0.00,
366,ADANI POWER LTD,Mauritius,PAN ASIA TRADE AND INVESTMENT PVT LTD -,"REGION
NOT INDICATED",Electric power generation by coal based thermal power plants,155.22,2.29,
367,Miota Research Pvt Ltd,U.S.A,Niota Holdings INC,"REGION NOT
INDICATED",Market research and public opinion polling,0.13,0.00,
368,Kannur International Airport Ltd,UAE,Al Ameen,REGION NOT INDICATED,Cargo handling incidental to air transport,0.10,0.00,
369,Kannur International Airport Ltd,UAE,Prabhakaran Vanian Kandiyil,REGION NOT INDICATED,Cargo handling incidental to air transport,0.20,0.00,
370,GANGES GREEN ENERGY PVT LTD,Singapore,MAIF INVESTMENT INDIA PTE LTD AITH 1 NOM,REGION NOT INDICATED,Electric power generation using solar energy,1.70,0.03,
371,ADANI POWER LTD,Mauritius,PAN ASIA TRADE AND INVESTMENT PVT LTD -,REGION NOT,Electric power generation by coal based thermal power plants,117.54,1.73,
Sl. No,Name of Indian Company,Country,Name of Foreign Collaborator,"RBI
Regional Office",Item of Manufacture,Amount of FDI Inflows,,
,,,,,,(In Rs million),(In US$ million),
,,,,INDICATED,,,,
372,RAJ PETRO SPECIALITIES PRIVATE LIMITED,Netherlands,BRENNTAG (HOLDING) B.V. (NETHERLANDS),REGION NOT INDICATED,"Manufacture of other petroleum
n.e.c. (includes manufacture of petroleum jelly, micro-crystalline petroleum wax, slack wax, ozokerite, lignite wax, petroleum coke, petroleum bitumen and other residues of petroleum oils or of oils obtained from bituminous",19.90,0.29,
373,RAJ PETRO SPECIALITIES PRIVATE LIMITED,Netherlands,BRENNTAG (HOLDING) B.V. (NETHERLANDS),REGION NOT INDICATED,"Manufacture of other petroleum
n.e.c. (includes manufacture of petroleum jelly, micro-crystalline petroleum wax, slack wax, ozokerite, lignite wax, petroleum coke, petroleum bitumen and other residues of petroleum oils or of oils
obtained from bituminous",172.55,2.55,
374,RAJ PETRO SPECIALITIES PRIVATE LIMITED,Netherlands,BRENNTAG (HOLDING) B.V. (NETHERLANDS),REGION NOT INDICATED,"Manufacture of other petroleum
n.e.c. (includes manufacture of petroleum jelly, micro-crystalline petroleum wax, slack wax, ozokerite, lignite wax, petroleum coke, petroleum bitumen and other residues of petroleum oils or of oils obtained from bituminous",90.30,1.34,
375,RAJ PETRO SPECIALITIES PRIVATE LIMITED,Netherlands,BRENNTAG (HOLDING) B.V. (NETHERLANDS),REGION NOT INDICATED,"Manufacture of other petroleum
n.e.c. (includes manufacture of petroleum jelly, micro-crystalline petroleum wax, slack wax, ozokerite, lignite wax, petroleum coke, petroleum bitumen and other residues of petroleum oils or of oils obtained from bituminous",164.73,2.44,
376,RAJ PETRO SPECIALITIES PRIVATE LIMITED,Netherlands,BRENNTAG (HOLDING) B.V. (NETHERLANDS),REGION NOT INDICATED,"Manufacture of other petroleum
n.e.c. (includes manufacture of petroleum jelly, micro-crystalline petroleum wax, slack wax, ozokerite, lignite wax, petroleum coke, petroleum bitumen and other residues of petroleum oils or of oils
obtained from bituminous",74.44,1.10,
377,RAJ PETRO SPECIALITIES PRIVATE LIMITED,Netherlands,BRENNTAG (HOLDING) B.V. (NETHERLANDS),REGION NOT INDICATED,"Manufacture of other petroleum
n.e.c. (includes manufacture of petroleum jelly, micro-crystalline petroleum wax, slack wax, ozokerite, lignite wax, petroleum coke, petroleum bitumen and other residues of petroleum oils or of oils obtained from bituminous",217.46,3.22,
378,RAJ PETRO SPECIALITIES PRIVATE LIMITED,Netherlands,BRENNTAG (HOLDING) B.V. (NETHERLANDS),REGION NOT INDICATED,"Manufacture of other petroleum
n.e.c. (includes manufacture of petroleum jelly, micro-crystalline petroleum wax, slack wax, ozokerite, lignite wax, petroleum coke, petroleum bitumen and other residues of petroleum oils or of oils obtained from bituminous",75.92,1.12,
379,RAJ PETRO SPECIALITIES PRIVATE LIMITED,Netherlands,BRENNTAG (HOLDING) B.V. (NETHERLANDS),REGION NOT INDICATED,"Manufacture of other petroleum
n.e.c. (includes manufacture of petroleum jelly, micro-crystalline petroleum wax, slack wax, ozokerite, lignite wax, petroleum coke, petroleum bitumen and other residues of petroleum oils or of oils
obtained from bituminous",92.57,1.37,
380,RAJ PETRO SPECIALITIES PRIVATE,Netherlands,BRENNTAG (HOLDING) B.V.,REGION,Manufacture of other petroleum,210.49,3.12,
Sl. No,Name of Indian Company,Country,Name of Foreign Collaborator,"RBI
Regional Office",Item of Manufacture,Amount of FDI Inflows,,
,,,,,,(In Rs million),(In US$ million),
,LIMITED,,(NETHERLANDS),NOT INDICATED,"n.e.c. (includes manufacture of petroleum jelly, micro-crystalline petroleum wax, slack wax, ozokerite, lignite wax, petroleum coke, petroleum bitumen and other residues of petroleum oils or of oils obtained from bituminous",,,
381,GLITCH MEDIA PRIVATE LIMITED,Netherlands,"RUSSELL SQUARE HOLDING
B. V. (NETHERLAND",REGION NOT INDICATED,Reproduction of recorded media,115.02,1.75,
382,ADANI POWER LTD,Mauritius,PAN ASIA TRADE AND INVESTMENT PVT LTD -,"REGION
NOT INDICATED",Electric power generation by coal based thermal power plants,147.60,2.18,
383,"RUDRA SOLARFARMS LIMITED, SUZLON, 5, SHR",Singapore,"AMPSOLAR ASIA HOLDINGS PTE. LTD., 77 ROB",REGION NOT INDICATED,electric power generation using solar energy,66.83,0.99,
384,Interstellar Services Private Limited,Singapore,"Tpg Growth Ii, Sf Pte. Ltd, Singapore",REGION NOT INDICATED,Other business support service activities n.e.c.,0.02,0.00,
385,RAJ PETRO SPECIALITIES PRIVATE LIMITED,Netherlands,BRENNTAG (HOLDING) B.V. (NETHERLANDS),REGION NOT INDICATED,"Manufacture of other petroleum
n.e.c. (includes manufacture of petroleum jelly, micro-crystalline petroleum wax, slack wax, ozokerite, lignite wax, petroleum coke, petroleum bitumen and other residues of petroleum oils or of oils obtained from bituminous",75.73,1.12,
386,Insight Communication And Print Solution,Japan,Komori Corporation,REGION NOT INDICATED,"Activities of commission agents dealing in wholesale trade in machinery & equipment, other than transport machinery",168.20,2.49,
387,"Phenom people private limited,Hyderabad",U.S.A,"Phenom people Inc, USA",REGION NOT INDICATED,Research and experimental development on natural sciences and engineering,5.71,0.08,
388,NORTH DELHI METRO MALL PVT LTD,Singapore,MORIBUS HOLDINGS PTE LTD - SINGAPORE,REGION NOT INDICATED,Construction of buildings carried out on own account basis or on a fee or contract basis,557.44,8.25,
389,G.G. Tronics India Private Limited,Japan,Nippon Signal Co. Limited,REGION NOT INDICATED,"Manufacture of mechanical and electro-mechanical signalling safety and traffic control equipment for railways, tramways, inland waterways, roads, parking facilities, airfields etc.",50.00,0.74,
390,Zomato Media Private Ltd.,Singapore,Alipay Singapore Holding Pte. Ltd.,REGION NOT INDICATED,Other publishing activities (including on-line) n.e.c.,"3,284.07",48.62,
391,Marigold Properties Private Limited,U.S.A,Subha Sri Thogarchedu,REGION NOT INDICATED,Construction of buildings carried out on own-account basis or on a fee or contract basis,91.51,1.35,
392,RAJ PETRO SPECIALITIES PRIVATE LIMITED,Netherlands,BRENNTAG (HOLDING) B.V. (NETHERLANDS),REGION NOT INDICATED,"Manufacture of other petroleum
n.e.c. (includes manufacture of petroleum jelly, micro-crystalline petroleum wax, slack wax, ozokerite, lignite wax, petroleum coke, petroleum bitumen and other residues of petroleum oils or of oils obtained from bituminous",131.21,1.94,
393,RAJ PETRO SPECIALITIES PRIVATE LIMITED,Netherlands,BRENNTAG (HOLDING) B.V. (NETHERLANDS),REGION NOT INDICATED,"Manufacture of other petroleum
n.e.c. (includes manufacture of petroleum jelly, micro-crystalline petroleum wax, slack wax, ozokerite, lignite wax, petroleum coke, petroleum bitumen and other
residues of petroleum oils or of oils",47.88,0.71,
Sl. No,Name of Indian Company,Country,Name of Foreign Collaborator,"RBI
Regional Office",Item of Manufacture,Amount of FDI Inflows,,
,,,,,,(In Rs million),(In US$ million),
,,,,,obtained from bituminous,,,
394,ADANI POWER LTD,Mauritius,PAN ASIA TRADE AND INVESTMENTS PVT LTD -,REGION NOT INDICATED,Electric power generation by coal based thermal power plants,229.77,3.39,
395,Revtech Solutions India Private Limited,U.S.A,PFSweb Inc,REGION NOT INDICATED,Other information technology and computer service activities n.e.c.,0.00,0.00,
396,Spandana Sphoorty Financial Limited,Mauritius,"Kangchenjunga Limited, Mauritius",REGION NOT INDICATED,"Other financial service activities, except insurance and pension funding activities, n.e.c.",35.90,0.53,
397,Ecosys Ooh Advertising Private Limited,France,"Publicis Groupe Holdings Bv, France","REGION
NOT INDICATED",Advertising,5.59,0.08,
398,Manna Healthcare Private Limited,U.S.A,"Roundglass Partners Llc, Usa","REGION NOT
INDICATED",Telephone based information services,1.94,0.03,
399,Ihina Industrial & Logistics Park Privat,Singapore,"Ilp Ii Ventures Xiii Pte. Ltd, Singapore",REGION NOT INDICATED,Construction of buildings carried out on own-account basis or on a fee or contract basis,116.83,1.72,
400,Daiwik Hotels Private Limited,Singapore,"Starlight Pacific Ventures Pte Ltd, Sing",REGION NOT INDICATED,"Hotels and Motels, inns, resorts providing short term lodging facilities; includes accommodation in house boats",0.24,0.00,
401,Inventurus Knowledge Solutions Private L,U.S.A,"Shane Hsuing Peng, 50 Portland Drive Sai","REGION
NOT INDICATED",Other information technology and computer service activities n.e.c.,48.18,0.71,
