"Table No. 19 (c)
STATEMENT ON REMITTANCE-WISE DETAILS OF FDI EQUITY INFLOW UNDER RBI’s AUTOMATIC ROUTE
RECEIVED DURING APRIL 2022 TO JUNE 2022",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
"218
0",HEALTH JUST MATTERS PRIVATE LIMITED,DELHI,South Delhi,Management consultancy activities,THOMAS ROSEN,U.S.A,"37,39,675.1000",49097.8484,Received in the company
"218
1","ALPHANETWORKS GLOBAL DELIVERY
CENTRE PRIVATE LIMITED",TELANGANA,Hyderabad,"Other information technology and
computer service activities n.e.c",ALPHA NETWORKS SOLUTION PTE.LTD,Singapore,"38,32,070.0000",49082.1599,Received in the company
"218
2",ASSETGRO FINTECH PRIVATE LIMITED,KARNATAKA,Bengaluru,Other information technology and computer service activities n.e.c,Thomas Nahigian,U.S.A,"37,38,250.0000",49079.1384,Received in the company
"218
3",Rudraksha Tech Labs Private Limited,HARYANA,Gurgaon,Other retail sale in non- specialized stores,"GUAVA CAPITAL, LP-A2",U.S.A,"37,31,625.0000",48992.1594,Received in the company
"218
4",ESG WASTE SOLUTIONS INDIA PRIVATE LIMITED,MAHARASHTR A,Mumbai,Treatment and disposal of non-hazardous waste,ESG SOLUTIONS PTE LTD,Singapore,"38,21,500.0000",48946.7765,Received in the company
"218
5",INTEGRIMEDICAL PRIVATE LIMITED,MAHARASHTR A,Pune,"Manufacture of bone plates and screws, syringes, needles,
catheters, cannulae, etc.",Integrimedical LLC,U.S.A,"37,27,500.0000",48938.0027,Received in the company
"218
6",KYVU INDIA PRIVATE LIMITED,DELHI,Central Delhi,"Other information technology and
computer service activities n.e.c",KYVU INC.,U.S.A,"38,20,500.0000",48933.9683,Received in the company
"218
7",Novatis Hygiene Products India Pvt. Ltd.,MAHARASHTR A,MUMBAI,Manufacture of other articles n.e.c.,NOVATIS SA,Morocco,"37,23,411.5000",48884.3251,Brownfield
"218
8","Novatis Hygiene Products India Pvt.
Ltd.",MAHARASHTR A,MUMBAI,Manufacture of other articles n.e.c.,NORSUDEX SA,Morocco,"37,23,411.5000",48884.3251,Brownfield
,,,,,,,,,
"218
9",FLASHMONK PRIVATE LIMITED,KARNATAKA,Bengaluru,Other information technology and computer service activities n.e.c,REDBROOK PTE LIMITED,Singapore,"37,74,050.0000",48811.2282,Received in the company
"219
0",INNOW INDIA PRIVATE LIMITED,HARYANA,Gurgaon,"Research and experimental development on natural sciences and
engineering",NUVENTIONS LLC,U.S.A,"37,66,350.0000",48711.6412,Received in the company
"219
1",Moorgate Industries India Private Limited,MAHARASHTR A,Mumbai,Wholesale of metals and metal ores,Moorgate Industries UK Limited,United Kingdom,"37,08,920.0000",48694.0676,Received in the company
"219
2",TWENTY FOURTEEN HOTELS INDIA PRIVATE LIMITED,KERALA,Ernakulam,"Hotels and Motels, inns, resorts providing short term lodging facilities; includes accommodation in house boats",Twenty14 Holdings Ltd,UAE,"38,00,000.0000",48671.3989,Received in the company
"219
3",IDQ INNOVATION PRIVATE LIMITED,DELHI,South Delhi,EDUCATIONAL SUPPORT SERVICES,Ashish Gupta,U.S.A,"37,60,313.9600",48633.5748,Received in the company
"219
4",CUREFIT HEALTHCARE PRIVATE LIMITED,KARNATAKA,Bengaluru,"Other information technology and computer service
activities n.e.c",RA Trust,U.S.A,"37,96,102.7600",48621.482,Received in the company
"219
5",STREAMINGO SOLUTIONS PRIVATE LIMITED,KARNATAKA,Bengaluru,"Other information technology and computer service
activities n.e.c",Rajaram Rao,United Kingdom,"37,00,060.0000",48577.7455,Received in the company
"219
6",ASSUREKIT TECHNOLOGY AND SERVICES PRIVATE LIMITED,MAHARASHTR A,Thane,Other information technology and computer service activities n.e.c,"FUND I, A SERIES OF 1947 RISE, LP",U.S.A,"37,55,502.0000",48571.3399,Received in the company
"219
7",EEKI AUTOMATION PRIVATE LIMITED,RAJASTHAN,Kota,"Growing of vegetables, n.e.c.",Q Business W.L.L.,Qatar,"37,50,000.0000",48500.1804,Received in the company
"219
8","RevUpside Business
Solutions Private Limited",MAHARASHTR A,Thane,Providing data entry services,Stones Worth Stepping PC,U.S.A,"37,45,500.0000",48441.9802,"Received in
the company"
,,,,,,,,,
"219
9",MINTIQ TECHNOLOGIES PRIVATE LIMITED,KARNATAKA,Bengaluru,"Operation of other websites that act as portals to the Internet, such as media sites providing periodically
updated content",Redbrook Pte Ltd,Singapore,"37,80,000.0000",48415.2336,Received in the company
"220
0",MINTIQ TECHNOLOGIES PRIVATE LIMITED,KARNATAKA,Bengaluru,"Operation of other websites that act as portals to the Internet, such as media sites providing periodically updated content",TSM Ventures Pte Ltd,Singapore,"37,80,000.0000",48415.2336,Received in the company
"220
1",Poincare Technologies Private Limited,KARNATAKA,Bengaluru,"Other financial service activities, except insurance and pension funding activities, n.e.c.",GFC Global Founders Capital GMBH,Germany,"37,79,589.1000",48409.9707,Received in the company
"220
2",PURPLE BOT TECHNOLOGIES PRIVATE LIMITED,RAJASTHAN,Jaipur,"Other information technology and computer service
activities n.e.c",Sab Holdings Private Limited,Mauritius,"36,84,312.0000",48370.9914,Received in the company
"220
3",QUESTO WELLBEING PRIVATE LIMITED,MAHARASHTR A,Nashik,"Other information technology and computer service
activities n.e.c","Fund I, A Series of Not Boring Capital, LP",U.S.A,"37,40,000.0000",48370.8466,Received in the company
"220
4",XAVICA SOFTWARE SOLUTIONS PRIVATE LIMITED,ANDHRA PRADESH,Krishna,Providing software support and maintenance to the clients,QWIPO INC,U.S.A,"36,83,637.0000",48362.1294,Received in the company
"220
5",TEST TRIBE PRIVATE LIMITED,MAHARASHTR A,Thane,Other information technology and computer service activities n.e.c,Daoudi Family Trust,U.S.A,"37,38,693.0000",48353.9427,Received in the company
"220
6",Vimano EWA Private Limited,KARNATAKA,Bengaluru,"Research and experimental development on natural sciences and
engineering",Vimano Inc,U.S.A,"37,35,014.5800",48306.3683,Received in the company
"220
7",Netdox Health Private Limited,KARNATAKA,Bengaluru,Other information technology and,SSINGH TRUST MADISON TRUST CO IRA C,U.S.A,"37,33,205.7400",48282.9738,Received in the
,,,,,,,,,
,,,,computer service activities n.e.c,,,,,company
"220
8",NEESTREAM CREATIONS PRIVATE LIMITED,KERALA,Ernakulam,Production of motion picture,Nest Technologies Corp,U.S.A,"37,67,500.0000",48255.1303,Received in the company
"220
9",Sun Vista Spaces Private Limited,KARNATAKA,Bengaluru,Management consultancy activities,SUN REALTY DEVELOPMENTS,Mauritius,"36,75,000.0000",48248.735,Received in the company
"221
0",ZFW HOSPITALITY PRIVATE LIMITED,DELHI,South West Delhi,Restaurants without bars,Riso Capital Fund I LP,U.S.A,"37,62,125.0000",48186.2859,Received in the company
"221
1",JOIN VENTURES SOLUTIONS PRIVATE LIMITED,MAHARASHTR A,Thane,"Other information technology and
computer service activities n.e.c",PERFECT VENTURE ENTERPRISES LIMITED,British Virginia,"37,23,800.0000",48161.3258,Received in the company
"221
2",JOIN VENTURES SOLUTIONS PRIVATE LIMITED,MAHARASHTR A,Thane,Other information technology and computer service activities n.e.c,LUCKY INVESTMENT ESTABLISHMENT LIMITED,British Virginia,"37,23,800.0000",48161.3258,Received in the company
"221
3",JOIN VENTURES SOLUTIONS PRIVATE LIMITED,MAHARASHTR A,Thane,Other information technology and computer service activities n.e.c,RISETOP INVESTMENTS LTD,British Virginia,"37,23,800.0000",48161.3258,Received in the company
"221
4",Novatis Hygiene Products India Pvt. Ltd.,MAHARASHTR A,MUMBAI,Manufacture of other articles n.e.c.,NORSUDEX SA,Morocco,"37,23,411.5000",48156.3012,Brownfield
"221
5","Novatis Hygiene
Products India Pvt. Ltd.",MAHARASHTR A,MUMBAI,Manufacture of other articles n.e.c.,NOVATIS SA,Morocco,"37,23,411.5000",48156.3012,Brownfield
"221
6",ATIIAD Technologies Private Limited,KARNATAKA,Bengaluru,Other information technology and computer service activities n.e.c,Pavan Katepalli,U.S.A,"36,67,325.0000",48147.9707,Received in the company
"221
7",Evenflow Brands Tech Private Limited,MAHARASHTR A,Mumbai,Retail sale via e- commerce,Ankush Gera,U.S.A,"37,20,000.0000",48112.179,"Received in the
company"
"221
8",UNTITLED HOTELS & RESORTS PRIVATE,HARYANA,Gurgaon,"Hotels and Motels, inns, resorts providing",KUBERA108 LLC,U.S.A,"37,53,000.0000",48069.4105,Received in the
,,,,,,,,,
,LIMITED,,,short term lodging facilities; includes accommodation in house boats,,,,,company
"221
9",UNTITLED HOTELS & RESORTS PRIVATE LIMITED,HARYANA,Gurgaon,"Hotels and Motels, inns, resorts providing short term lodging facilities; includes accommodation in
house boats",MHO CAPITAL LLC,U.S.A,"37,53,000.0000",48069.4105,Received in the company
"222
0",LCGM Technologies Private Limited,DELHI,South West Delhi,"Writing, modifying, testing of computer program to meet the needs of a particular
client excluding web- page designing",PANKAJ KAHNDELWAL,U.S.A,"37,13,814.0000",48032.1731,Received in the company
"222
1",Desai Agrifoods Private Limited,GUJARAT,Navsari,Wholesale of fruits and vegetables,Contract Farming India AG,Switzerland,"37,13,024.0000",48021.9557,Received in the company
"222
2",Teacher Tools Private Limited,KARNATAKA,Bengaluru,EDUCATION,Ashish Gupta and Nita Goyal,U.S.A,"37,12,796.6100",48019.0148,"Received in the
company"
"222
3",Teacher Tools Private Limited,KARNATAKA,Bengaluru,EDUCATION,"Fund I, A Series of SRB Ventures LP",U.S.A,"37,12,796.6100",48019.0148,"Received in the
company"
"222
4",Moorgate Industries India Private Limited,MAHARASHTR A,Mumbai,Wholesale of metals and metal ores,Moorgate Industries UK Limited,United Kingdom,"37,08,920.0000",47968.8771,"Received in the
company"
"222
5",ALPHACMA PRIVATE LIMITED,DELHI,North West Delhi,Retail sale via e- commerce,Pankaj Gupta,UAE,"36,48,328.3200",47898.565,Received in the company
"222
6",Payseroutes Technologies Private Limited,KARNATAKA,Bengaluru,"Other professional, scientific and technical activities n.e.c.",PAYSEROUTES TECHNOLOGIES LLC,U.S.A,"36,46,609.4000",47875.9975,Received in the company
"222
7",KID-O EDUCATION PRIVATE LIMITED,MAHARASHTR A,Mumbai,Pre-primary education (education preceding the first level),Kido India Pte Ltd,Singapore,"36,99,500.0000",47847.0447,Received in the company
222,Itilite Technologies,KARNATAKA,Bengaluru,Other information,Matrix Partners India,Mauritius,"36,42,468.6000",47821.6333,Received in
,,,,,,,,,
8,Private Limited,,,"technology and
computer service activities n.e.c","Investments II Extension, LLC",,,,the company
"222
9",SERVICEPACK SOFTWARE TECHNOLOGIES INDIA PRIVATE LIMITED,TELANGANA,Hyderabad,"Writing, modifying, testing of computer program to meet the needs of a particular client excluding web-
page designing",AVANI SYSTEMS INC,U.S.A,"36,95,745.0000",47798.4798,Received in the company
"223
0",AVI-SPL INDIA PRIVATE LIMITED,DELHI,South Delhi,"Other information technology and computer service
activities n.e.c",AVI-SPL LLC,U.S.A,"37,30,000.0000",47774.8205,Received in the company
"223
1",NEBBIA TECHNOLOGIES INDIA PRIVATE LIMITED,MAHARASHTR A,Pune,Other information technology and computer service activities n.e.c,ASHUTOSH G KAMALAKAR,U.S.A,"36,31,888.0000",47682.7216,Received in the company
"223
2",Evenflow Brands Tech Private Limited,MAHARASHTR A,Mumbai,Retail sale via e- commerce,Daoura Company Ltd.,Cyprus,"37,20,000.0000",47646.7379,Received in the company
"223
3",AZVESTON HEALTHCARE PRIVATE LIMITED,KARNATAKA,Bengaluru,Wholesale of other basic/manufactured food stuffs n.e.c.,Alliance Pharma Inc,U.S.A,"36,80,000.0000",47594.8437,Received in the company
"223
4",Even Healthcare Private Limited,MAHARASHTR A,Nagpur,"Other human health activities n.e.c. (including independent
ambulance activities)","FUND I, A SERIES OF 1947 RISE, LP",U.S.A,"37,12,500.0000",47550.6759,Received in the company
"223
5",ADCOUNT TECHNOLOGIES PRIVATE LIMITED,DELHI,South Delhi,"Writing, modifying, testing of computer program to meet the needs of a particular client excluding web- page designing",SOSV IV LLC,U.S.A,"36,76,500.0000",47549.5769,Received in the company
"223
6",VYAS CANCER RESEARCH PRIVATE LIMITED,ANDHRA PRADESH,Visakhapatnam,Research and experimental development on social sciences and humanities,Bio Infra LLC,U.S.A,"37,09,000.0000",47505.847,Received in the company
223,LCGM Technologies,DELHI,South West Delhi,"Writing, modifying,",JATIN MISRA,U.S.A,"36,67,716.0000",47435.9701,Received in
,,,,,,,,,
7,Private Limited,,,testing of computer program to meet the needs of a particular client excluding web- page designing,,,,,the company
"223
8",DRONA PAY PRIVATE LIMITED,MAHARASHTR A,Mumbai,"Providing software support and maintenance to the
clients",Saison Capital Pte. ltd,Singapore,"37,03,226.5600",47431.8992,Received in the company
"223
9",ATIIAD Technologies Private Limited,KARNATAKA,Bengaluru,"Other information technology and computer service
activities n.e.c",Pavan Katepalli,U.S.A,"36,67,325.0000",47430.9131,Received in the company
"224
0",HEALIUM DIGITAL HEALTHCARE PRIVATE LIMITED,KARNATAKA,Bengaluru,Activities of independent diagnostic/pathological laboratories,The Indian Dream Capital II VCC,Singapore,"37,01,850.0000",47414.2679,Received in the company
"224
1",LITIFER TECHNOLOGIES PRIVATE LIMITED,HARYANA,Gurgaon,Other information technology and computer service activities n.e.c,"Kwaish Ventures, LP - A3",U.S.A,"36,96,820.0000",47349.8423,Received in the company
"224
2",Giggle Galaxy Private Limited,MAHARASHTR A,Pune,"Technical and vocational education below the level of
higher education except for handicapped",TRIANOVA INC,U.S.A,"36,53,640.0000",47253.9198,Received in the company
"224
3",WESTCHARGE PRIVATE LIMITED,DELHI,Central Delhi,"Manufacture of electric power distribution transformers, arc- welding transformers, fluorescent ballasts, transmission and
distribution voltage regulators",Ankit Sreen,UAE,"36,86,000.0000",47211.2569,Received in the company
"224
4",LCGM Technologies Private Limited,DELHI,South West Delhi,"Writing, modifying, testing of computer program to meet the needs of a particular
client excluding web-",ROHIT BHATIA,U.S.A,"36,35,892.0000",47024.3781,Received in the company
,,,,,,,,,
,,,,page designing,,,,,
"224
5",PI DATA CENTERS PRIVATE LIMITED,ANDHRA PRADESH,Guntur,"Other data processing, hosting and related activities n.e.c.",Rajanikanth Sunkavalli,U.S.A,"36,70,625.0000",47014.3299,Received in the company
"224
6",LCGM Technologies Private Limited,DELHI,South West Delhi,"Writing, modifying, testing of computer program to meet the needs of a particular
client excluding web- page designing",RAHUL SAHNI,U.S.A,"36,31,914.0000",46972.9291,Received in the company
"224
7",NEBBIA TECHNOLOGIES INDIA PRIVATE LIMITED,MAHARASHTR A,Pune,Other information technology and computer service activities n.e.c,ASHUTOSH G KAMALAKAR,U.S.A,"36,31,888.0000",46972.5929,Received in the company
"224
8",UUDS MAGNUM AERO PRIVATE LIMITED,UTTAR PRADESH,Gautam Buddha Nagar,"Cleaning of trains buses, planes etc.",UUDS AERO SERVICES,France,"35,70,000.0000",46870.1997,Received in the company
"224
9",PI DATA CENTERS PRIVATE LIMITED,ANDHRA PRADESH,Guntur,"Other data processing, hosting and related activities n.e.c.",Githa M Gogula,U.S.A,"36,54,000.0000",46801.3925,Received in the company
"225
0",STAGLORY TRADING INDIA PRIVATE LIMITED,MAHARASHTR A,Pune,"Wholesale of other machinery, equipment and supplies n.e.c. including computer- controlled machine tools and computer- controlled sewing and
knitting machines","MORGLORY INTERNATIONAL CO., LTD.",Taiwan,"35,64,000.0000",46791.4263,Received in the company
"225
1",PI DATA CENTERS PRIVATE LIMITED,ANDHRA PRADESH,Guntur,"Other data processing, hosting and related activities n.e.c.",Sirisha Parvataneni,U.S.A,"36,53,125.0000",46790.1853,Received in the company
"225
2",PI DATA CENTERS PRIVATE LIMITED,ANDHRA PRADESH,Guntur,"Other data processing, hosting and related activities n.e.c.",Rajeswar Ramaka,U.S.A,"36,50,500.0000",46756.5636,Received in the company
"225
3",PHOENIX ROBOTIX PRIVATE LIMITED,ODISHA,Sundergarh,Software installation,RIDIK TECHNOLOGY PTE LTD,Singapore,"35,53,793.4000",46657.4248,Received in the company
225,VEGANARKE,KARNATAKA,Bengaluru,Wholesale of other,Sustainable Food,U.S.A,"36,07,418.0000",46656.113,Received in
,,,,,,,,,
4,ENTERPRISES PRIVATE LIMITED,,,basic/manufactured food stuffs n.e.c.,Ventures LP A3,,,,the company
"225
5",SOCZEN TECHNOLOGY PRIVATE LIMITED,KARNATAKA,Bengaluru,Other information technology and computer service activities n.e.c,Ganesan Venkataraman,U.S.A,"36,39,268.0000",46612.7012,Received in the company
"225
6",Poincare Technologies Private Limited,KARNATAKA,Bengaluru,"Other financial service activities, except
insurance and pension funding activities, n.e.c.",Rocket Internet Capital Partners Euro II SCS,Luxembourg,"36,36,060.4000",46571.6174,Received in the company
"225
7",ETERNUS SOLUTIONS PRIVATE LIMITED,MAHARASHTR A,Pune,Other information technology and computer service activities n.e.c,Priyanka Malhotra,U.S.A,"36,00,000.0000",46560.1732,Received in the company
"225
8",NTE PROCESS INDIA PRIVATE LIMITED,MAHARASHTR A,Mumbai,"Manufacture of other general purpose machinery n.e.c. (fans intended for industrial applications,exhaust hoods for commercial, laboratory or industrial use; calendering or other rolling machines othe",NTE HOLDING SRL,Italy,"36,00,000.0000",46560.1732,Received in the company
"225
9",KAUNIS MARKETING SERVICES PRIVATE LIMITED,MAHARASHTR A,Mumbai,"Wholesale of toiletry, perfumery and cosmetics",MANISHA KUMARI KIRTIKUMAR PATEL,Kenya,"36,28,900.0000",46479.9051,Received in the company
"226
0",MONKSAYS SUPERFOODS PRIVATE LIMITED,TELANGANA,Hyderabad,"MANUFACTURE OF MEDICINAL SUBSTANCES USED IN THE MANUFACTURE OF PHARMACEUTICALS: ANTIBIOTICS, ENDOCRINE PRODUCTS, BASIC VITAMINS; OPIUM DERIVATIVES; SULPHA
DRUGS; SERUMS AND PLASMAS; SALICYLIC",Eight Recon (M) PCC - Cell D,Mauritius,"35,88,207.0000",46407.6498,Received in the company
,,,,,,,,,
,,,,"ACID, ITS SALTS AND ESTERS; GLYCOSIDES AND VEGETABLE ALKALOIDS;",,,,,
"226
1","BALAA DECISION SUPPORT SYSTEMS
PRIVATE LIMITED",KARNATAKA,Bengaluru,Other information service activities n.e.c.,DARWIN LLC,U.S.A,"36,07,180.0000",46201.7096,"Received in the
company"
"226
2",PI DATA CENTERS PRIVATE LIMITED,ANDHRA PRADESH,Guntur,"Other data processing, hosting and related activities n.e.c.",Sai Krishna V Gangavalli,U.S.A,"36,05,875.0000",46184.9949,Received in the company
"226
3",A.S. Carehomes Private Limited,KERALA,Thiruvananthapura m,"Residential care activities for the elderly
and disabled",Sajan Janardhanan Pillai,U.S.A,"36,00,000.0000",46109.7463,"Received in the
company"
"226
4",STAGLORY TRADING INDIA PRIVATE LIMITED,MAHARASHTR A,Pune,"Wholesale of other machinery, equipment and supplies n.e.c. including computer- controlled machine tools and computer- controlled sewing and
knitting machines","MORGLORY INTERNATIONAL CO., LTD.",Taiwan,"35,64,000.0000",46094.5715,Received in the company
"226
5",PI DATA CENTERS PRIVATE LIMITED,ANDHRA PRADESH,Guntur,"Other data processing, hosting and related activities n.e.c.",Tulasi Dondapati,U.S.A,"35,91,875.0000",46005.6792,Received in the company
"226
6",JINGLEBID PRIVATE LIMITED,TAMIL NADU,Chennai,Retail sale via e- commerce,Vivekanandan Sundararaman,U.S.A,"35,44,380.0000",45840.8185,"Received in the
company"
"226
7",STIC YOUTH TRAVELS PRIVATE LIMITED,DELHI,Central Delhi,"Other reservation service and related
activities",GTS ALIVE AG,Switzerland,"35,36,456.0000",45738.3344,"Received in the
company"
"226
8",Atlantic Alchemy Private Limited,TAMIL NADU,Kanchipuram,"Other professional, scientific and technical activities n.e.c.",Darren Brent Mathis,U.S.A,"34,65,000.0000",45491.6645,Received in the company
"226
9",IMPACTSURE TECHNOLOGIES PRIVATE LIMITED,MAHARASHTR A,Mumbai,Other information technology and computer service activities n.e.c,SRIRAM HARIHARAN,U.S.A,"35,50,000.0000",45469.3332,Received in the company
227,EMPI INNOVATION,DELHI,South Delhi,Construction of,Sporting Technologies,Mauritius,"35,11,800.0000",45419.449,Received in
,,,,,,,,,
0,PARK PRIVATE LIMITED,,,buildings carried out on own-account basis or on a fee or contract basis,Private Limited,,,,the company
"227
1",CLODURA SYSTEMS PRIVATE LIMITED,MAHARASHTR A,Pune,"Other professional, scientific and technical
activities n.e.c.",Jayashree Kolhatkar,U.S.A,"35,10,666.0000",45404.7825,"Received in the
company"
"227
2",IG BERRIES PRIVATE LIMITED,MAHARASHTR A,THANE,Wholesale of fruits and vegetables,Black Mountain Berries Pty Ltd,Australia,"35,00,000.0000",45266.8351,Received in the company
"227
3",PI DATA CENTERS PRIVATE LIMITED,ANDHRA PRADESH,Guntur,"Other data processing, hosting and related
activities n.e.c.",John Chittazhathu Varughese,U.S.A,"35,24,500.0000",45142.7225,"Received in the
company"
"227
4",Jagbros consultants private limited,DELHI,North Delhi,"Activities of employment
placement agencies",GAP INVESTMENTS PTE LTD,Singapore,"34,85,080.0000",45073.869,"Received in the
company"
"227
5",COGNISAAS TECHNOLOGIES PRIVATE LIMITED,KARNATAKA,Bengaluru,Other information technology and computer service activities n.e.c,TSM VENTURES PTE LTD,Singapore,"34,30,336.0000",45036.564,Received in the company
"227
6",MOUNTING SOLAR- KIT PRIVATE LIMITED,MAHARASHTR A,Raigarh(MH),Electric power generation using solar energy,TOMAS KOROSTENSKY,Czech Republic,"34,78,064.0000",44983.1284,Received in the company
"227
7",Deekshant Industrial & Logistics Park Private Limited,MAHARASHTR A,Raigarh(MH),Construction of buildings carried out on own-account basis or on a fee or contract basis,ILP III Ventures XX Pte. Ltd.,Singapore,"35,00,000.0000",44828.92,Greenfield
"227
8",IG BERRIES PRIVATE LIMITED,MAHARASHTR A,THANE,Wholesale of fruits and vegetables,Black Mountain Berries Pty Ltd,Australia,"35,00,000.0000",44828.92,Received in the company
"227
9",VFLOWTECH INDIA PRIVATE LIMITED,WEST BENGAL,Kolkata,"Manufacture of electric accumulator including parts thereof
(separators, containers, covers)",VFLOWTECH PTE. LTD.,Singapore,"35,00,000.0000",44828.92,Received in the company
,,,,,,,,,
"228
0","KOUZINA FOOD
TECH PRIVATE LIMITED",KARNATAKA,Bengaluru,Restaurants without bars,Vijayaraghavan Avalur Chakravarthy,United Kingdom,"34,00,000.0000",44638.2855,"Received in
the company"
"228
1",LIVSCIENCE TECHNOLOGIES PRIVATE LIMITED,KARNATAKA,Bengaluru,"Operation of web sites that use a search engine to generate and maintain extensive databases of internet addresses and content in an easily searchable
format",Layer IV Ltd,United Kingdom,"34,44,000.0000",44542.5657,Received in the company
"228
2",PI DATA CENTERS PRIVATE LIMITED,ANDHRA PRADESH,Guntur,"Other data processing, hosting and related activities n.e.c.",Narendra Polkampally,U.S.A,"34,75,500.0000",44515.1176,Received in the company
"228
3",Incanus Technologies Private Limited,KARNATAKA,Bengaluru,Other information technology and computer service activities n.e.c,Steadview Capital Mauritius Limited,Mauritius,"34,36,819.5000",44449.6976,Received in the company
"228
4",ECSTASY E- ORDERING PRIVATE LIMITED,HARYANA,Faridabad,"Activities of commission agents, brokers dealing in wholesale trade of agricultural raw material,live animals, food, beverages,
intoxicants and textiles",Globevestor Funds LLC,U.S.A,"34,67,574.0000",44413.5993,Received in the company
"228
5","Himawari Japanese
Language Institution Private Limited",DELHI,South Delhi,OTHER EDUCATIONAL SERVICES N.E.C.,Goichi Sakatani,Japan,"34,65,000.0000",44380.6308,"Received in
the company"
"228
6",KARKINOS HEALTHCARE PRIVATE LIMITED,MAHARASHTR A,Mumbai,Hospital activities,MEETA PATEL,U.S.A,"33,75,000.0000",44310.0628,Received in the company
"228
7",OKTOBER6 INSIGHT PRIVATE LIMITED,MAHARASHTR A,Mumbai,"Other professional, scientific and technical activities n.e.c.",Oktober6 Ltd.,United Kingdom,"34,59,000.0000",44303.7813,Received in the company
"228
8","LENZING FIBERS INDIA PRIVATE
LIMITED",TAMIL NADU,Coimbatore,"Other professional, scientific and technical
activities n.e.c.",Lenzing Aktiengesellschaft,Austria,"34,49,990.0000",44188.3788,"Received in the
company"
228,Otto Junker India,MAHARASHTR,Mumbai,Manufacture of,Otto Junker GmbH,Germany,"34,04,000.0000",44025.2304,Received in
,,,,,,,,,
9,Private Limited,A,,machinery for metallurgy,,,,,the company
"229
0",Antfarm Business Incubator Private Limited,MAHARASHTR A,Mumbai,Combined office administrative service activities,Khattar Capital International Pte. Ltd.,Singapore,"33,45,236.0000",43919.294,Received in the company
"229
1",AYURSUNDRA HOLDINGS (INDIA) PRIVATE LIMITED,ASSAM,Kamrup,Management consultancy activities,AYURSUNDRA B.V,Netherland,"34,14,400.0000",43732.5327,Received in the company
"229
2",IGRENENERGI SERVICES PRIVATE LIMITED,MAHARASHTR A,Mumbai,"Other information technology and computer service
activities n.e.c",igrenEnergi Inc. USA,U.S.A,"33,70,080.0000",43586.5301,Received in the company
"229
3",PLUSHVIE RETAIL PRIVATE LIMITED,GUJARAT,Ahmedabad,Computer consultancy and computer facilities management activities,Shipal LLC,U.S.A,"33,11,080.0000",43470.863,Received in the company
"229
4",WHEELOCITY FRESH PRIVATE LIMITED,TAMIL NADU,Chennai,"Storage and warehousing n.e.c.[Includes general merchandise warehouses and warehousing of furniture, automobiles, gas and oil, chemicals, textiles etc. Also included is storage of goods in foreign trade
zones",Lightspeed India Partners III LLC,Mauritius,"33,86,860.0000",43379.7932,Received in the company
"229
5",DKMS LIFE SCIENCE LAB INDIA PRIVATE LIMITED,WEST BENGAL,Kolkata,Activities of independent diagnostic/pathological laboratories,DKMS Life Science Lab GmbH,Germany,"33,50,000.0000",43326.8278,Received in the company
"229
6",AAMDHANE PRIVATE LIMITED,TELANGANA,Hyderabad,"Other professional, scientific and technical activities n.e.c.",Abhay Jain,Singapore,"33,00,000.0000",43325.3947,Received in the company
"229
7",Antfarm Business Incubator Private Limited,MAHARASHTR A,Mumbai,Combined office administrative service activities,Khattar Capital International Pte. Ltd.,Singapore,"33,45,236.0000",43265.2132,Received in the company
"229
8",FRESHCHAIN CYBERNETICS,TAMIL NADU,Kanchipuram,Other land transport services n.e.c,KRISHI INVESTMENTS LLC,U.S.A,"32,94,910.0000",43258.5686,Received in the
,,,,,,,,,
,PRIVATE LIMITED,,,,,,,,company
"229
9",SIMPLIFY EDTECH PRIVATE LIMITED,DELHI,Central Delhi,EDUCATIONAL SUPPORT SERVICES,WURK INC,Canada,"33,34,100.0000",43121.1871,Received in the company
"230
0",WOHR PARKING SYSTEMS PRIVATE LIMITED,MAHARASHTR A,Pune,"Manufacture of lifts, escalators and moving walkways",Otto Wohr Gmbh,Germany,"33,25,000.0000",43003.4933,Received in the company
"230
1",INDAMEX TECHNOLOGIES PRIVATE LIMITED,TAMIL NADU,Chennai,"Production of liquid and gaseous fuels, illuminating oils, lubricating oils or greases or other products from crude petroleum or
bituminous minerals",GLOBAL VENTURE GROUP LLC,U.S.A,"33,55,760.0000",42981.4562,Received in the company
"230
2","EDUMENT CONSULTANCY
PRIVATE LIMITED",MAHARASHTR A,Mumbai,EDUCATIONAL SUPPORT SERVICES,RIDIK TECHNOLOGY PTE. LTD.,Singapore,"32,42,316.0000",42568.0668,"Received in the
company"
"230
3",QUICKGOV SOLUTIONS PRIVATE LIMITED,DELHI,South West Delhi,Providing software support and maintenance to the clients,QUICKET SOLUTIONS INC,U.S.A,"33,14,990.0000",42459.2633,Received in the company
"230
4",GANESH BENZOPLAST LIMITED,MAHARASHTR A,Mumbai,"Storage and warehousing n.e.c.[Includes general merchandise warehouses and warehousing of furniture, automobiles, gas and oil, chemicals, textiles etc. Also included is storage of
goods in foreign trade zones",SURESH KUMAR,UAE,"32,18,750.0000",42258.671,Received in the company
