"Table No. 19 (c)
STATEMENT ON REMITTANCE-WISE DETAILS OF FDI EQUITY INFLOW UNDER RBI’s AUTOMATIC ROUTE
RECEIVED DURING OCTOBER 2021 TO DECEMBER 2021",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
1536,LUPIN LIMITED,MAHARASHTRA,Mumbai,"Manufacture of medicinal substances used in the manufacture of pharmaceuticals: antibiotics,endocrine products, basic vitamins; opium derivatives; sulpha drugs; serums and plasmas; salicylic
acid, its",ARVIND MATHUR,United Kingdom,"43,09,441.5000",57175.2496,Received in the company
1537,TSC AUTO ID TECHNOLOGY INDIA PRIVATE LIMITED,MAHARASHTRA,Mumbai,Other non-specialised wholesale trade n.e.c.,TSC AUTO ID TECHNOLOGY CO LIMITED,Taiwan,"42,60,000.0000",56864.2187,Received in the company
1538,SELFIN INDIA FINANCIAL SERVICES PRIVATE LIMITED,DELHI,West Delhi,Activities auxiliary to financial service activities n.e.c.,TT BOND PARTNERS,Hong Kong,"42,44,009.0400",56650.7648,Received in the company
1539,SELFIN INDIA FINANCIAL SERVICES PRIVATE LIMITED,DELHI,West Delhi,Activities auxiliary to financial service activities n.e.c.,CHAITANYA MEHRA,U.S.A,"42,44,009.0400",56650.7648,Received in the company
1540,ARVITIS BISTRO PRIVATE LIMITED,DELHI,South Delhi,Bars and Restaurants with bars,Anaa International LLC,Georgia,"42,00,000.0000",55723.2412,Received in the company
1541,SIROCO HVAC INDIA PRIVATE LIMITED,DELHI,South Delhi,"Manufacture of air- conditioning machines, including motor vehicles air-conditioners",SIROCO,France,"42,00,000.0000",55723.2412,Received in the company
1542,INDUS CONCESSIONS INDIA PRIVATE LIMITED,HARYANA,Gurgaon,Management consultancy activities,ROADIS Sandpiper B.V.,Netherland,"41,93,400.0000",55635.6761,Received in the company
1543,ALWAYS BETTER SOLUTIONS PRIVATE LIMITED,KERALA,Kottayam,"Providing software support and maintenance to the
clients",GOGI GEORGE,U.S.A,"41,70,010.0000",55325.3508,Received in the company
1544,SELFIN INDIA FINANCIAL SERVICES PRIVATE LIMITED,DELHI,West Delhi,Activities auxiliary to financial service activities n.e.c.,KALAL INVEST UG,Germany,"41,27,338.8000",55093.4028,Received in the company
1545,Arthimpact Digital Loans Pvt. Ltd.,MAHARASHTRA,Mumbai,"Other financial service
activities, except insurance and pension",Bysent Co. Ltd.,Japan,"41,13,120.0000",54570.5662,Received in the company
,,,,"funding activities, n.e.c.",,,,,
1546,Fishin' India Pvt Ltd,KARNATAKA,Bengaluru,"Other freshwater aquaculture activities , n.e.c",Yari Limited,UAE,"40,68,330.0000",54305.7293,Received in the company
1547,Advanced Fytogeen Products Pvt Ltd,Punjab,Hoshiarpur,Manufacture of other animal feeds n.e.c.,Tanovis AG,Switzerland,"40,41,320.0000",54248.4546,Greenfield
1548,"SIMS PERFECT MAINTENANCE SERVICES PRIVATE
LIMITED",MAHARASHTRA,Pune,Repair and maintenance of other fabricated metal products,Oh Young Jae,South Korea,"40,25,000.0000",54029.3839,Received in the Company
1549,TECHNODEMICS SMART SOLUTIONS PRIVATE LIMITED,DELHI,Central Delhi,"Other information technology and
computer service activities n.e.c",Technodemics Smart Solutions PTE. Ltd,Singapore,"40,39,277.1200",53917.9196,Received in the company
1550,VEEFIN SOLUTIONS PRIVATE LIMITED,MAHARASHTRA,Mumbai,"Writing, modifying, testing of computer program to meet the needs of a particular client excluding web-
page designing","Ajay Rajendran,",UAE,"40,15,588.5000",53903.0491,Received in the Company
1551,ARABLE LABS INDIA PRIVATE LIMITED,KARNATAKA,Bengaluru,"Writing, modifying, testing of computer program to meet the needs of a particular client excluding web-
page designing",Arable Labs Inc,U.S.A,"39,99,980.0000",53693.5292,Received in the Company
1552,Kings Learning Private Limited,MAHARASHTRA,Mumbai,Educational Support Services,Mukeshkumar Chhaganlal Dave,Singapore,"39,99,924.2000",53692.7802,Received in the Company
1553,FCAP TECHNOLOGIES PRIVATE LIMITED,HARYANA,Gurgaon,"Other information technology and computer service
activities n.e.c",M Didier Coppieters,Belgium,"39,81,000.0000",53438.7522,Received in the Company
1554,FCAP TECHNOLOGIES PRIVATE LIMITED,HARYANA,Gurgaon,"Other information technology and computer service
activities n.e.c",Soll Industries Inc,U.S.A,"39,78,000.0000",53398.4818,Received in the Company
1555,KEDUVENTURES SMART SERVICES PRIVATE LIMITED,DELHI,North West Delhi,Educational support activities,KUNSKAPSSKOLAN EDUCATION SWEDEN AB,Sweden,"40,00,000.0000",53393.6325,Received in the company
1556,"Sociallending Technologies and
Holdings Private Limited",DELHI,South West Delhi,Activities of holding companies,Nimish Padmakant Sankalia,U.S.A,"39,99,483.0000",53386.7314,Received in the company
1557,SRI VENKATESWARA GREEN POWER PROJECTS LIMITED,TELANGANA,Hyderabad,Treatment and disposal of non-hazardous waste,Harsha Vardhan Avula,U.S.A,"39,98,140.0000",53368.8045,Received in the company
1558,GOSAMPLIFY PRIVATE LIMITED,HARYANA,Gurgaon,"Activities of nurses, masseures, physiotherapists or other para-medical
practitioners",Alexander Antonio Socarras,U.S.A,"39,98,091.0000",53368.1504,Received in the company
1559,"KEDUVENTURES SMART
SERVICES PRIVATE LIMITED",DELHI,North West Delhi,Educational support activities,KUNSKAPSSKOLAN EDUCATION SWEDEN AB,Sweden,"40,00,000.0000",53069.7536,Received in the company
1560,Lektus Infrastructure Private Limited,MAHARASHTRA,Pune,Other civil engineering projects n.e.c.,Lektus SB I Stockholm AB,France,"39,98,980.0000",53056.2208,Brownfield
1561,Fishin' India Pvt Ltd,KARNATAKA,Bengaluru,"Other freshwater
aquaculture activities , n.e.c",Yari Limited,UAE,"39,83,030.0000",52844.6051,Received in the company
1562,SIX ELITE HI-TECH PACKAGING PRIVATE LIMITED,UTTAR PRADESH,Gautam Buddha Nagar,"Manufacture of wooden boxes, barrels, vats, tubs, packing cases etc.",HK LIDEBAO PACKAGING TECHNOLOGY LIMITED,China,"39,34,890.0000",52819.7969,Received in the Company
1563,"Primetrace
Technologies Private Limited",KARNATAKA,Bengaluru,Other information service activities n.e.c.,Akhil Paul,United Kingdom,"39,42,844.5900",52311.4477,Received in the company
1564,Fishin' India Pvt Ltd,KARNATAKA,Bengaluru,"Other freshwater aquaculture activities , n.e.c",YARI LIMITED,UAE,"39,08,750.0000",52175.5903,Received in the company
1565,ABI-HEALTH TECHNOLOGIES PRIVATE LIMITED,TAMIL NADU,Chennai,Other information technology and computer service activities n.e.c,TRIANOVA INC,U.S.A,"38,24,960.8000",51057.1379,Received in the company
1566,XEOM CONSUMER PRIVATE LIMITED,HARYANA,Gurgaon,Wholesale of cereals and pulses,XQ Consumer Asia Pte. Ltd.,Singapore,"38,00,041.6800",51009.6673,Received in the Company
1567,LAWRENCEDALE AGRO PROCESSING INDIA (P) LTD,TAMIL NADU,Nilgiris,"Growing of carrots, beets,turnips, garlic, leeks and other root, bulb vegetables(onion excluded)",Bestseller Foundation,Denmark,"37,49,577.8400",50332.2685,Received in the Company
1568,Mossbrae Solutions Private Limited,TAMIL NADU,Chennai,Other information technology and computer service activities n.e.c,EMMA BOSTELMAN,Australia,"37,23,749.6400",49985.565,Received in the Company
1569,"SQUARE FEET ONLINE
REALTY SERVICES PRIVATE LIMITED",MAHARASHTRA,Mumbai,Real estate activities on a fee or contract basis,Cynthia Maria Figueira,Kenya,"37,19,800.0000",49932.5472,Received in the Company
1570,SEP ENERGY PRIVATE LIMITED,GUJARAT,Ahmedabad,"Electric power generation using other non conventional
sources",Southern Energy Partners LLC,U.S.A,"37,34,250.0000",49846.2931,Received in the company
1571,VISCOTEC INDIA PRIVATE LIMITED,MAHARASHTRA,Pune,"Manufacture of other pumps, compressors,
taps and valves etc.",ViscoTec Pumpen-U. Dosiertechnik GmbH,Germany,"37,12,500.0000",49834.556,Received in the Company
1572,FIRSTPRINCIPLE APPSFORBHARAT PRIVATE LIMITED,KARNATAKA,Bengaluru,"Writing, modifying, testing of computer program to meet the needs of a particular client excluding web- page designing","NIRMAN INVESTMENT, LP.",Cayman Islands,"37,29,112.7100",49777.7184,Received in the company
1573,FIRSTPRINCIPLE APPSFORBHARAT PRIVATE LIMITED,KARNATAKA,Bengaluru,"Writing, modifying, testing of computer program to meet the needs of a particular client excluding web-
page designing",SCOTT LOUIS SHLEIFER,U.S.A,"37,29,112.7100",49777.7184,Received in the company
1574,EL SEWEDY ELECTROMETER INDIA PRIVATE LIMITED,UTTAR PRADESH,GAUTAM BUDDHA NAGAR,"Manufacture of consumption meters for electricity, water or gas,
flow meters and counting meters",ELSEWEDY ELECTROMETER EGYPT SAE,Egypt,"37,02,560.0000",49701.1269,BROWNFIELD
1575,M2P SOLUTIONS PRIVATE LIMITED,TAMIL NADU,Kanchipuram,"Other information technology and computer service
activities n.e.c",Fort kochi Holdings Ltd,Mauritius,"37,45,980.0000",49699.5589,Received in the company
1576,HEALIUM DIGITAL HEALTHCARE PRIVATE LIMITED,KARNATAKA,Bengaluru,Activities of independent diagnostic/pathological laboratories,Entrepreneur First (Global) L. P,United Kingdom,"37,00,400.0000",49672.1322,Received in the Company
1577,Wavicle Technologies Private Limited,HARYANA,Faridabad,Wholesale of software,redbrook pte limited,Singapore,"37,00,160.0000",49668.9106,Received in the Company
1578,Nineroot Technologies Private Limited,HARYANA,Gurgaon,"Other information technology and computer service
activities n.e.c",BHUPESH KUMAR,Singapore,"37,00,015.5000",49666.9709,Received in the Company
1579,Nineroot Technologies Private Limited,HARYANA,Gurgaon,Other information technology and computer service activities n.e.c,GAURAV YADAV,Indonesia,"37,00,015.5000",49666.9709,Received in the Company
1580,Nineroot Technologies Private Limited,HARYANA,Gurgaon,"Other information
technology and computer service",JEREMY LIM FUNG YEN,Singapore,"37,00,015.5000",49666.9709,Received in the Company
,,,,activities n.e.c,,,,,
1581,ABL RESORTS PRIVATE LIMITED,KERALA,Thiruvananthapuram,"Hotels and Motels, inns, resorts providing short term lodging facilities; includes accommodation in house boats",AGNES MARGARET ROSE GRIMBAUM,France,"37,00,000.0000",49666.7629,Received in the Company
1582,ABL RESORTS PRIVATE LIMITED,KERALA,Thiruvananthapuram,"Hotels and Motels, inns, resorts providing short term lodging facilities; includes accommodation
in house boats",BRUNO LEVAVASSEUR,France,"37,00,000.0000",49666.7629,Received in the Company
1583,AMERJUNEIDI FOR FOOD INDUSTRIES PRIVATE LIMITED,KARNATAKA,Bengaluru,Restaurants without bars,AMER HASHIM NOMAN ALJUNEIDI,Palestine,"37,20,020.0000",49656.3452,Received in the company
1584,BODITECH MED INDIA PRIVATE LIMITED,MAHARASHTRA,Mumbai,Wholesale of pharmaceutical and medical goods,Boditech Med INC.,South Korea,"37,40,000.0000",49620.2196,Received in the company
1585,VISICON POWER ELECTRONICS PRIVATE LIMITED,MAHARASHTRA,Mumbai,Manufacture of other electronic components n.e.c,Silicon Power Corporation,U.S.A,"37,31,380.0000",49505.8543,Received in the company
1586,Purple Style Labs Private Limited,MAHARASHTRA,Mumbai,"Weaving, manufacture of cotton and cotton mixture fabrics.",BEE HILL HOLDINGS LLC,U.S.A,"37,05,000.0000",49455.8521,Received in the company
1587,Curefoods India Private Limited,KARNATAKA,Bengaluru,"Other semi-processed, processed or instant foods n.e.c. except farinaceous products and malted foods and manufacturing activities like manufacture of egg powder, sambar powder etc. (this excludes the",Napatree Capital Advisers Limited,United Kingdom,"37,01,475.8800",49408.8108,Received in the company
1588,Curefoods India Private Limited,KARNATAKA,Bengaluru,"Other semi-processed, processed or instant foods n.e.c. except farinaceous products and malted foods and manufacturing activities like manufacture of egg powder, sambar powder etc. (this excludes the",Brennan Loh,Canada,"37,01,475.8800",49408.8108,Received in the company
1589,Curefoods India Private Limited,KARNATAKA,Bengaluru,"Other semi-processed, processed or instant
foods n.e.c. except",Rashmi Kwatra,Singapore,"37,01,475.8800",49408.8108,Received in the company
,,,,"farinaceous products and malted foods and manufacturing activities like manufacture of egg powder, sambar powder etc. (this excludes the",,,,,
1590,Curefoods India Private Limited,KARNATAKA,Bengaluru,"Other semi-processed, processed or instant foods n.e.c. except farinaceous products and malted foods and manufacturing activities like manufacture of egg powder, sambar powder etc. (this excludes the",Not A Ski Bum LLC,U.S.A,"37,01,475.8800",49408.8108,Received in the company
1591,RAFAEL INDIA SERVICES PRIVATE LIMITED,DELHI,South West Delhi,Other business support service activities n.e.c,Rafael Advanced Defense Systems Limited,Israel,"37,22,950.0000",49394.0098,Received in the company
1592,LOG 9 MATERIALS SCIENTIFIC PRIVATE LIMITED,KARNATAKA,Bengaluru,"Other professional, scientific and technical activities n.e.c.",DESIKAN SUNDARARAJAN,U.S.A,"36,94,968.0000",49321.9409,Received in the company
1593,"LEANCROP TECHNOLOGY SOLUTIONS PRIVATE
LIMITED",MADHYA PRADESH,Indore,"Other information technology and computer service
activities n.e.c",Aldi Haryo Pratomo,Indonesia,"36,90,986.9400",49268.8001,Received in the company
1594,"CREDIWATCH INFORMATION ANALYTICS
PRIVATELIMITED",KARNATAKA,Bengaluru,"Other information technology and computer service
activities n.e.c",MARK LAWRENCE JOSEPH,U.S.A,"36,89,261.2000",49245.7642,Received in the company
1595,Rainpay India Private Limited,KARNATAKA,Bengaluru,Management consultancy activities,RAIN TECHNOLOGIES INC,U.S.A,"36,85,500.0000",49195.5582,Received in the company
1596,Purple Style Labs Private Limited,MAHARASHTRA,Mumbai,"Weaving, manufacture of cotton and cotton
mixture fabrics.",RMG HOLDINGS LLC,U.S.A,"37,05,000.0000",49155.8592,Received in the company
1597,Purple Style Labs Private Limited,MAHARASHTRA,Mumbai,"Weaving, manufacture of cotton and cotton mixture fabrics.",RYAN FRANCIS EL KHOURY,U.S.A,"37,05,000.0000",49155.8592,Received in the company
1598,ABI-HEALTH TECHNOLOGIES PRIVATE LIMITED,TAMIL NADU,Chennai,"Other information technology and computer service
activities n.e.c",GUPTA SANDEEP,Singapore,"36,80,000.0000",49122.1419,Received in the company
1599,"PERFECTUS TECHNOLOGY SOLUTIONS PRIVATE
LIMITED",KARNATAKA,Bengaluru,"Providing software support and maintenance to the
clients",PERFECTVIPS INC,U.S.A,"36,52,380.0000",49027.5382,Received in the Company
1600,ABI-HEALTH TECHNOLOGIES PRIVATE LIMITED,TAMIL NADU,Chennai,"Other information technology and computer service
activities n.e.c",TRIANOVA INC,U.S.A,"36,72,000.0000",49015.3547,Received in the company
1601,SZDT TECHNOLOGY PRIVATE LIMITED,TAMIL NADU,Tiruvallur,Manufacture of other electrical equipment,JDTS TECHNOLOGY PTE LTD,Singapore,"36,45,000.0000",48928.4731,Received in the Company
1602,AMERJUNEIDI FOR FOOD INDUSTRIES PRIVATE LIMITED,KARNATAKA,Bengaluru,Restaurants without bars,AMER HASHIM NOMAN ALJUNEIDI,Palestine,"36,37,580.0000",48828.8712,Received in the Company
1603,UNIMONI ENTERPRISE SOLUTIONS PRIVATE LIMITED,MAHARASHTRA,Thane,"Other financial service activities, except insurance and pension
funding activities, n.e.c.",Finablr Services Limited,United Kingdom,"36,53,875.0000",48773.4148,Received in the company
1604,"MIKRO GRAFEIO
SERVICES PRIVATE LIMITED",TAMIL NADU,Coimbatore,Other information service activities n.e.c.,RANCHU NARAYANAN NAIR,U.S.A,"36,50,000.0000",48721.6897,Received in the company
1605,MIKRO GRAFEIO SERVICES PRIVATE LIMITED,TAMIL NADU,Coimbatore,Other information service activities n.e.c.,MOHAN VARGHESE MATHEW,UAE,"36,50,000.0000",48721.6897,Received in the company
1606,"EDSQED
TECHNOLOGIES PRIVATE LIMITED",KARNATAKA,Bengaluru,Academic tutoring services,Shantha Nivas Holdings PTE Ltd,Singapore,"36,69,886.1400",48689.9883,Received in the company
1607,AGNIKUL COSMOS PRIVATE LIMITED,TAMIL NADU,Chennai,Technical testing and analysis,Gupta Goyal Revocable Trust,U.S.A,"36,64,092.0000",48613.1149,Received in the company
1608,ROOP TEKNO POLYMERS PRIVATE LIMITED,GOA,South Goa,Manufacture of other rubber products n.e.c.,TEKNO KAUCUK SANAYII AS,Turkey,"36,62,800.0000",48595.9733,Greenfield
1609,PLANETFIRST RECYCLING PRIVATE LIMITED,MAHARASHTRA,Mumbai,Wholesale of metal and non-metal waste and scrap n.e.c.,GDB International Inc.,U.S.A,"36,59,000.0000",48545.5571,Received in the company
1610,Stelios Asset Management Pvt Ltd,MAHARASHTRA,Mumbai,Management of other investment funds,Alarabi investments Company limited,UAE,"36,08,390.0000",48437.0407,Received in the Company
1611,METRIPPING TECHNOLOGIES PRIVATE LIMITED,KARNATAKA,Bengaluru,Other reservation service and related activities,Wayfare Fund 1LP,U.S.A,"36,50,380.2000",48431.1944,Received in the company
1612,AAA POTEZ TECHNOLOGY INDIA PRIVATE LIMITED,MAHARASHTRA,Nagpur,Wholesale of construction and civil engineering machinery and equipment,POTEZ AERONAUTIQUE,France,"36,00,000.0000",48324.4179,Received in the Company
1613,"AMERJUNEIDI FOR FOOD INDUSTRIES
PRIVATE LIMITED",KARNATAKA,Bengaluru,Restaurants without bars,AMER HASHIM NOMAN ALJUNEIDI,Palestine,"35,98,610.0000",48305.7593,Received in the Company
1614,Peterson Technology Partners (India) Private Limited,GUJARAT,Ahmedabad,"Human resources provision and management of human
resources functions",Peterson Technology Partners lnc.,U.S.A,"35,98,400.0000",48302.9404,Received in the Company
1615,"EASTSIDE CONSULTANCY SERVICES PRIVATE
LIMITED",DELHI,South West Delhi,Telephone based information services,NEERAJ SINGH,U.S.A,"35,97,430.4600",48289.9258,Received in the Company
1616,Mossbrae Solutions Private Limited,TAMIL NADU,Chennai,"Other information technology and
computer service activities n.e.c",WRX INVESTMENTS PTY LTD,Australia,"35,91,641.7600",48212.2215,Received in the Company
1617,SAKTHISELVAM ENTERPRISES PRIVATE LIMITED,TAMIL NADU,Vellore,Manufacture of other electrical equipment,VSK CONSULTANCY SERVICES INC,Canada,"35,79,000.0000",48042.5255,Greenfield
1618,KILOFARMS PRIVATE LIMITED,TAMIL NADU,Kanchipuram,"Preparation of crops for primary markets, i.e.
cleaning, trimming, grading, disinfecting",Choiyoon Ho,South Korea,"36,19,500.0000",48021.4933,Received in the company
1619,SHIKHAR URBAN AND RURAL ENTERPRISES PRIVATE LIMITED,DELHI,North West Delhi,"Manufacture of pasteurised milk whether or not in
bottles/ polythene packs etc. (plain or flavoured)","LEGACY TRUST OF MARIANNA, FL, INC",U.S.A,"35,91,950.0000",47946.8146,Received in the company
1620,CELCIUS LOGISTICS SOLUTIONS PRIVATE LIMITED,MAHARASHTRA,Raigarh(MH),Other land transport services n.e.c,Nam Hui May,Singapore,"35,88,837.0000",47905.261,Received in the company
1621,DARA MOTION PICTURES PRIVATE LIMITED,DELHI,Central Delhi,Production of motion picture,DARA FILM LLC,U.S.A,"35,42,000.0000",47545.8579,Received in the Company
1622,"AMERJUNEIDI FOR
FOOD INDUSTRIES PRIVATE LIMITED",KARNATAKA,Bengaluru,Restaurants without bars,AMER HASHIM NOMAN ALJUNEIDI,Palestine,"35,80,130.0000",47499.1542,Received in the company
1623,Triumph Technology Services Private Limited,MAHARASHTRA,Mumbai,"Other information technology and computer service
activities n.e.c",RAKESH KUMAR JHA,UAE,"35,00,000.0000",46982.073,Received in the Company
1624,GENLEAP ECOSYSTEM PRIVATE LIMITED,DELHI,South Delhi,EDUCATIONAL SUPPORT SERVICES,Nitin Bhat,Singapore,"34,99,991.8800",46981.964,Received in the Company
1625,Reverberation Tech Private Limited,KARNATAKA,Bengaluru,"Operation of other websites that act as
portals to the Internet, such as media sites",RB Investments Pte Ltd,Singapore,"34,93,893.9000",46637.9218,Received in the company
,,,,providing periodically updated content,,,,,
1626,EPIGENERES BIOTECH PRIVATE LIMITED,MAHARASHTRA,Mumbai,Research and experimental development on natural sciences and engineering,East River Advisors LLC,U.S.A,"35,10,000.0000",46568.7087,Received in the company
1627,EPIGENERES BIOTECH PRIVATE LIMITED,MAHARASHTRA,Mumbai,"Research and experimental development on natural
sciences and engineering",Anshuman Shankar,UAE,"35,10,000.0000",46568.7087,Received in the company
1628,EPIGENERES BIOTECH PRIVATE LIMITED,MAHARASHTRA,Mumbai,Research and experimental development on natural sciences and engineering,Ashish Kirat Desai,UAE,"35,10,000.0000",46568.7087,Received in the company
1629,EPIGENERES BIOTECH PRIVATE LIMITED,MAHARASHTRA,Mumbai,Research and experimental development on natural sciences and engineering,Anand Nagaraj,UAE,"35,10,000.0000",46568.7087,Received in the company
1630,EPIGENERES BIOTECH PRIVATE LIMITED,MAHARASHTRA,Mumbai,"Research and experimental
development on natural sciences and engineering",Karthik Ramanathan,Singapore,"35,10,000.0000",46568.7087,Received in the company
1631,EPIGENERES BIOTECH PRIVATE LIMITED,MAHARASHTRA,Mumbai,"Research and experimental development on natural
sciences and engineering",Pankil Chandrakant Gandhi,Singapore,"35,10,000.0000",46568.7087,Received in the company
1632,MYRTLE BUSINESS SOLUTIONS PRIVATE LIMITED,TELANGANA,Hyderabad,"Providing software support and maintenance to the
clients",Gioannis Skarakis,U.S.A,"35,02,743.4400",46472.4328,Received in the company
1633,Next Century Spirits India Private Limited,MAHARASHTRA,Mumbai,"Other professional,
scientific and technical activities n.e.c.",Next Century Spirits LLC,U.S.A,"35,00,000.0000",46436.0344,Received in the company
1634,FIRSTPRINCIPLE APPSFORBHARAT PRIVATE LIMITED,KARNATAKA,Bengaluru,"Writing, modifying, testing of computer program to meet the needs of a particular client excluding web- page designing","FUND II, A SERIES OF UTSAV SOMANI INVESTMENTS, LP",U.S.A,"34,67,420.5900",46284.5452,Received in the company
1635,COOLBERG BEVERAGES PRIVATE LIMITED,MAHARASHTRA,Mumbai,"Wholesale of confectionery, bakery products and beverages
other than intoxicants",Sung Ho Choi,U.S.A,"34,61,280.0000",46202.5781,Received in the company
1636,IS EG HALAL INDIA PRIVATE LIMITED,DELHI,East Delhi,Technical testing and analysis,IS EG HALAL CERTIFIED INC.,U.S.A,"34,62,200.0000",45934.5252,Received in the company
1637,RESYS LIFESCIENCES PRIVATE LIMITED,TAMIL NADU,Chennai,"Other semi-processed, processed or instant foods n.e.c. except farinaceous products and malted foods and manufacturing activities like manufacture of egg powder, sambar powder
etc. (this excludes the",KCAP DMCC,UAE,"33,89,300.0000",45496.0971,Received in the Company
1638,KOUZINA FOOD TECH PRIVATE LIMITED,KARNATAKA,Bengaluru,Restaurants without bars,Rajesh Yohannan,Singapore,"33,86,291.2000",45201.597,Received in the company
1639,ACETONE DESIGNS PRIVATE LIMITED,RAJASTHAN,Jaipur,Other information service activities n.e.c.,KUSHAL SACHETI,U.S.A,"34,00,000.0000",45109.2905,Received in the company
1640,ZINEDU CLASSES PRIVATE LIMITED,UTTAR PRADESH,Gautam Buddha Nagar,EDUCATIONAL SUPPORT SERVICES,"AIFUND1, LLC",U.S.A,"33,55,675.0500",45044.7343,Received in the Company
1641,CYBER INDIAN APP STORES PRIVATE LIMITED,DELHI,West Delhi,"Other information technology and computer service
activities n.e.c",VINOD KHATUMAL,Sierra Leone,"33,43,930.0000",44636.1424,Received in the company
1642,Divum Labs Private Limited,KARNATAKA,Bengaluru,"Other information technology and
computer service activities n.e.c",VAMSI K SRIKANTAM,U.S.A,"33,10,000.0000",44431.6176,Received in the Company
1643,Smart Husbandry Private Limited,TELANGANA,Karim Nagar,"Cutting, shaping and finishing of stone",Mankoo Pty Ltd,Australia,"32,88,402.0000",44141.6979,Received in the Company
1644,DESIDERATA IMPACT VENTURES PRIVATE LIMITED,DELHI,East Delhi,Management consultancy activities,"Creation Investments Social Ventures Fund V, LP",U.S.A,"32,84,146.2000",44084.5704,Received in the Company
1645,SIX ELITE HI-TECH PACKAGING PRIVATE LIMITED,UTTAR PRADESH,Gautam Buddha Nagar,"Manufacture of wooden boxes, barrels, vats, tubs, packing cases etc.",H K LIdebao Packaging Technology Ltd,China,"32,66,450.0000",43847.0264,Received in the Company
1646,GAMERJI E-SPORTS PRIVATE LIMITED,GUJARAT,Ahmedabad,Other information technology and computer service activities n.e.c,STADIA GROWTH FUND LLC,U.S.A,"32,85,065.0000",43584.3975,Received in the company
1647,GO LORRY PRIVATE LIMITED,TAMIL NADU,Chennai,Motorised road freight transport,Go Lorry Incorporated,U.S.A,"32,50,120.0000",43383.9282,Received in the company
1648,"TARGETONE INNOVATIONS PRIVATE
LIMITED",DELHI,West Delhi,Maintenance and repair of motor vehicles,INTERNET FUND VII Pte Ltd,Singapore,"32,46,366.0000",43070.9609,Received in the company
1649,Kopertek Metals Private Limited,DELHI,West Delhi,"Manufacture of Copper from ore, and other copper products and
alloys",ALTEYA TRADING LLC,UAE,"30,99,950.0000",41612.022,Received in the Company
1650,GIFTIICON SOLUTIONS INDIA PRIVATE LIMITED,KARNATAKA,Bengaluru,"Other information technology and computer service
activities n.e.c",JI HYUN CHONG,South Korea,"30,64,234.0000",41132.5901,Received in the Company
1651,MUDITA & RADHESH PRIVATE LIMITED,RAJASTHAN,Jaipur,"Manufacture of all types
of textile garments and clothing accessories",Impact Innovators and Entrepreneurs Foundation,U.S.A,"30,58,893.0700",41060.8964,Received in the Company
1652,DYNOCONV ENGINEERING INDIA PRIVATE LIMITED,TAMIL NADU,Tiruvallur,Manufacture of other lifting and handling equipment and parts thereof,JETS ENGINEERING CO LLC,U.S.A,"30,60,000.0000",40598.3615,Received in the company
1653,PROMX SOFTWARE TECHNOLOGIES PRIVATE LIMITED,MAHARASHTRA,Mumbai,"Other information technology and
computer service activities n.e.c",PROMX AG,Germany,"30,40,000.0000",40579.1607,Received in the company
1654,AYURSUNDRA HOLDINGS (INDIA) PRIVATE LIMITED,ASSAM,Kamrup,Management consultancy activities,AYURSUNDRA B.V,Netherland,"30,17,000.0000",40498.5469,Received in the Company
1655,TEKWOOD INTERIORS PRIVATE LIMITED,TAMIL NADU,Coimbatore,Activities of interior decorators,LATHA KANDASAMY,U.S.A,"30,00,000.0000",40270.3483,Received in the Company
1656,CAPILLARY TECHNOLOGIES INDIA PRIVATE LIMITED,KARNATAKA,Bengaluru,Publishing of operating systems and system software,Bill Jasen,U.S.A,"29,99,968.0000",40269.9187,Received in the Company
1657,YAYSKOOL PRIVATE LIMITED,UTTAR PRADESH,Lucknow,"Other information technology and
computer service activities n.e.c",Anoop Kumar Mishra,Singapore,"30,00,800.0000",40055.9031,Received in the company
1658,JUNKET FOODS PRIVATE LIMITED,HARYANA,Gurgaon,"Cafeterias, fast-food restaurants and other
food preparation in market stalls",ANAA INTERNATIONAL LLC,U.S.A,"30,00,728.6200",40054.9503,Received in the company
1659,Crestec Digital Solution India Private Limited,TAMIL NADU,Chennai,"Publishing of books, brochures, leaflets and similar publications, including publishing
encyclopedias (including on CD-ROM)",CERSTEC INC,Japan,"30,00,000.0000",40045.2244,Received in the company
1660,DAIKI EARTH WATER PRIVATE LIMITED,HARYANA,Gurgaon,Treatment of waste water or sewer by means,DAIKI AXIS SINGAPORE PTE LTD,Singapore,"30,00,000.0000",40045.2244,Received in the company
,,,,"of physical, chemical or biological processes",,,,,
1661,L29 Expansion Solutions Private Limited,KARNATAKA,Bengaluru,Activities of employment placement agencies,Leap29 Holdings Limited,United Kingdom,"30,00,000.0000",40045.2244,Received in the company
1662,WIRELESS COMMUNICATION SERVICES INDIA PRIVATE LIMITED,DELHI,New Delhi,Activities of other wireless telecommunications activities,Wireless DNA Inc.,Canada,"30,00,000.0000",40045.2244,Received in the company
1663,"FARMLINK AGRI DISTRIBUTION AND MARKET LINKAGE
PRIVATE LIMITED",MAHARASHTRA,Mumbai,Wholesale of fruits and vegetables,Agri Oss Holding PTE LTD,Singapore,"30,13,173.3600",39977.0919,Received in the company
