"Table No. 19 (c)
STATEMENT ON REMITTANCE-WISE DETAILS OF FDI EQUITY INFLOWS UNDER RBI’s AUTOMATIC ROUTE
"Sr.
No.",Name of Indian Company,State,Location (District),Item/ Activity,Name of Foreign Collaborator,Country,Amount (In Rs Million),Amount (In US$ Million),Inv Type,
,DIAMONDS PRIVATE LIMITED,,,"other precious or base metal metal clad with precious metals or precious or semi- precious stones, or of combinations of precious metal and precious or semi-
precious stones or of other materials",,,,,the Company,
1242,IMMUNEEL THERAPEUTICS PRIVATE LIMITED,KARNATAKA,Bengaluru,Research and experimental development on natural sciences and engineering,F-Prime Capital Partners Life Sciences Fund VI LP,U.S.A,10.00,0.14,"Received in the
Company",
1243,VADICT INNOVATIONS PRIVATE LIMITED,GUJARAT,Vadodara,Other information technology and computer service activities n.e.c,Vadict Inc.,U.S.A,10.00,0.14,Received in the Company,
1244,Awlencan Innovations India Limited,GUJARAT,Ahmedabad,"Other professional, scientific and technical activities n.e.c.",Awlencan Innovations Pte. Ltd.,Singapore,10.00,0.14,"Received in the
Company",
1245,ARHAT TALENT SOLUTIONS PRIVATE LIMITED,KARNATAKA,Bengaluru,Other information technology and computer service activities n.e.c,SAB HOLDINGS PRIVATE LIMITED,Mauritius,10.00,0.14,Received in the Company,
1246,RBJ TECHNOLOGIES PRIVATE LIMITED,TELANGANA,Hyderabad,Other information technology and computer service activities n.e.c,RBJ INTERNATIONAL PTE. LTD.,Singapore,10.00,0.14,Received in the Company,
1247,ROADIS CONCESSIONS INDIA PRIVATE LIMITED,HARYANA,Gurgaon,Management consultancy activities,ROADIS Concessions Infrastructure Holland B.V. Company,Netherland,10.00,0.14,"Received in
the Company",
1248,SWITCHGEAR AND CONTROL TECHNICS PRIVATE LIMITED,KARNATAKA,Bengaluru,"Manufacture of electricity distribution and control apparatus (electrical apparatus for switching or protecting electrical circuits (e.g. switches, fuses, voltage limiters, surge
suppressors, junction",POWER TECHNICS INTERNATIONAL LIMITED,Mauritius,10.00,0.14,Received in the Company,
1249,BRISKWORLD VENTURES PRIVATE LIMITED,DELHI,South West Delhi,Motorised road freight transport,Element Technologies PTE. LTD.,Singapore,10.00,0.14,"Received in
the Company",
1250,BRISKWORLD VENTURES PRIVATE LIMITED,DELHI,South West Delhi,Motorised road freight transport,Element Technologies PTE LTD,Singapore,10.00,0.14,Received in the Company,
1251,SEWA GRIH RIN LIMITED,DELHI,Central Delhi,Other credit granting,"AHI CAPITAL GATEWAY, INC.",U.S.A,10.00,0.14,Received in the Company,
1252,IBC SOLAR Projects Private Limited,MAHARASHTRA,Mumbai,Electric power generation using solar energy,IBC SOLAR Energy GmbH,Germany,10.00,0.14,"Received in
the Company",
1253,BEER WORKS RESTAURANTS AND,KARNATAKA,Bengaluru,Manufacture of beer,ROHAN MAHADEVAN NANDINI ACHARYA TTEES OF THE,U.S.A,9.99,0.14,Received in the,
"Sr.
No.",Name of Indian Company,State,Location (District),Item/ Activity,Name of Foreign Collaborator,Country,Amount (In Rs Million),Amount (In US$ Million),Inv Type,
,MICROBREWERY PRIVATE LIMITED,,,,MAHADEVAN ACHARYA REV TRUST,,,,Company,
1254,SPHERE SPECIALTY CHEMICALS PRIVATE LIMITED,GUJARAT,Vadodara,"MANUFACTURE OF MEDICINAL SUBSTANCES USED IN THE MANUFACTURE OF PHARMACEUTICALS: ANTIBIOTICS, ENDOCRINE PRODUCTS, BASIC VITAMINS; OPIUM DERIVATIVES; SULPHA DRUGS; SERUMS AND PLASMAS; SALICYLIC ACID, ITS SALTS AND ESTERS; GLYCOSIDES AND VEGETABLE ALKALOIDS;",SPL HOLDING CORPORATION USA,U.S.A,9.99,0.14,Received in the Company,
1255,VETRACARE PRIVATE LIMITED,DELHI,South West Delhi,Manufacture of veterinary preparations,Sabre Global Pte. Ltd,Singapore,9.99,0.14,"Received in the
Company",
1256,BBS AUTOMATION INDIA PRIVATE LIMITED,MAHARASHTRA,Pune,"Wholesale of electrical machinery, equipment and supplies, n.e.c.",BBS Automation GmbH,Germany,9.99,0.14,Received in the Company,
1257,"ABI-HEALTH
TECHNOLOGIES PRIVATE LIMITED",TAMIL NADU,Chennai,Other information technology and computer service activities n.e.c,BLUECAP MOBILE PRIVATE LIMITED,Singapore,9.98,0.14,"Received in
the Company",
1258,"ABI-HEALTH TECHNOLOGIES PRIVATE
LIMITED",TAMIL NADU,Chennai,Other information technology and computer service activities n.e.c,BLUECAP MOBILE PRIVATE LIMITED,Singapore,9.98,0.14,"Received in the
Company",
1259,VSA Health & Wellness Private Limited,HARYANA,Gurgaon,"Wholesale of confectionery, bakery products and beverages other than intoxicants",Anaa International LLC,U.S.A,9.97,0.14,Received in the Company,
1260,PIVOTCHAIN SOLUTION TECHNOLOGIES PRIVATE LIMITED,MAHARASHTRA,Pune,Other information technology and computer service activities n.e.c,EDEN VENTURES PTE. LTD,Singapore,9.96,0.14,Received in the Company,
1261,"PIVOTCHAIN SOLUTION
TECHNOLOGIES PRIVATE LIMITED",MAHARASHTRA,Pune,Other information technology and computer service activities n.e.c,SOV Fund I PTE LTD,Singapore,9.96,0.14,"Received in
the Company",
1262,AHAGURU EDUCATION TECHNOLOGY PRIVATE LIMITED,TAMIL NADU,Chennai,OTHER EDUCATIONAL SERVICES N.E.C.,UMA RAJESH,U.S.A,10.00,0.14,Received in the Company,
1263,IN2US INDIA PRIVATE LIMITED,TAMIL NADU,Kanchipuram,Operation of sports facilities,"C AND O INTERNATIONAL CO., LTD",South Korea,10.00,0.14,Received in the Company,
1264,Galfar Engineering & Contracting (India) Private Limited,HARYANA,Gurgaon,"Construction and maintenance of motorways, streets, roads, other vehicular and pedestrian ways, highways, bridges,
tunnels and subways",Mohiuddin Mohamad Ali,Oman,10.00,0.14,Received in the Company,
1265,IMMUNEEL THERAPEUTICS,KARNATAKA,Bengaluru,Research and experimental development on,F-Prime Capital Partners Life,U.S.A,10.00,0.14,Received in,
"Sr.
No.",Name of Indian Company,State,Location (District),Item/ Activity,Name of Foreign Collaborator,Country,Amount (In Rs Million),Amount (In US$ Million),Inv Type,
,PRIVATE LIMITED,,,natural sciences and engineering,Sciences Fund VI LP,,,,the Company,
1266,SIYOTA HYDRO POWER PRIVATE LIMITED,ARUNACHAL PRADESH,Shi-Yomi,Electric power generation by hydroelectric power plants,VELCAN HOLDINGS MAURITIUS LTD,Mauritius,10.00,0.14,BrownField,
1267,Diamond Pipe Supports Private Limited,MAHARASHTRA,Mumbai,"Other professional, scientific and technical activities n.e.c.",J VAN WALRAVEN HOLDING B.V.,Netherland,10.00,0.14,"Received in
the Company",
1268,Symbo Southasia Enterprises Private Limited,MAHARASHTRA,Mumbai,Providing software support and maintenance to the clients,SYMBO PLATFORM HOLDINGS PTE. LTD.,Singapore,10.00,0.14,"Received in the
Company",
1269,Kopertek Metals Private Limited,DELHI,West Delhi,"Manufacture of Copper from ore, and other copper products and alloys",ALTEYA TRADING LLC,UAE,10.00,0.14,"Received in the
Company",
1270,BLISS INNS PRIVATE LIMITED,DELHI,South West Delhi,"Hotels and Motels, inns, resorts providing short term lodging facilities; includes accommodation in house boats",RB INVESTMENTS PTE LTD,Singapore,10.00,0.14,Received in the Company,
1271,"GROWTHPOND TECHNOLOGY PRIVATE
LIMITED",MAHARASHTRA,Mumbai,Other information service activities n.e.c.,"LIGHTSPEED INDIA PARTNERS II, LLC",Mauritius,9.94,0.14,"Received in the
Company",
1272,AUROGREEN HEALTH PRIVATE LIMITED,HARYANA,Gurgaon,Other information technology and computer service activities n.e.c,Prana Health Inc.,U.S.A,9.98,0.14,Received in the Company,
1273,SSBA INNOVATIONS PRIVATE LIMITED,MAHARASHTRA,Mumbai,Tax consultancy,Zenith Multi Trading DMCC,UAE,9.96,0.14,Received in the Company,
1274,Fasta Pizza Pvt Ltd,TAMIL NADU,Kanchipuram,Manufacture of aerated drinks,RELIANCE CAPITAL LLC,U.S.A,9.90,0.14,Greenfield,
1275,Lewa-Nikkiso India Private Limited,TAMIL NADU,Chennai,"Wholesale of other machinery, equipment and supplies n.e.c. including computer- controlled machine tools and computer- controlled sewing and knitting machines",LEWA GMBH,Germany,9.90,0.14,Received in the Company,
1276,ALIYEYE NETWORK TECHNOLOGY INDIA PRIVATE LIMITED,KARNATAKA,Bengaluru,Other information technology and computer service activities n.e.c,Hongkong Aliyeye Network Technology Co Limited,HongKong,9.90,0.14,Received in the Company,
1277,MICROPORT SCIENTIFIC INDIA PRIVATE LIMTED,DELHI,South West Delhi,Wholesale of pharmaceutical and medical goods,MicroPort International Corp Limited,HongKong,9.90,0.14,Received in the Company,
1278,"CHARCOALEATS
FOODTECH PRIVATE LIMITED",MAHARASHTRA,Mumbai,Manufacture of prepared meals and dishes,Shayko Limited,United Kingdom,9.93,0.14,"Received in
the Company",
1279,Eicher Motors Limited,DELHI,South Delhi,"Manufacture of motorcycles, scooters, mopeds etc. and their engine",Jonathan Paul Bennett,United Kingdom,9.87,0.14,"Received in the
Company",
"Sr.
No.",Name of Indian Company,State,Location (District),Item/ Activity,Name of Foreign Collaborator,Country,Amount (In Rs Million),Amount (In US$ Million),Inv Type,
1280,Zomato Private Limited,DELHI,South Delhi,Other information service activities n.e.c.,"Fidelity Group Trust For Employee
Benefit Plans: Fidelity Blue Chip Growth Commingled Pool",U.S.A,9.91,0.14,"Received in
the Company",
1281,ODDITY HEALTHCARE PRIVATE LIMITED,MAHARASHTRA,Mumbai,"MANUFACTURE OF MEDICINAL SUBSTANCES USED IN THE MANUFACTURE OF PHARMACEUTICALS: ANTIBIOTICS, ENDOCRINE PRODUCTS, BASIC VITAMINS; OPIUM DERIVATIVES; SULPHA DRUGS; SERUMS AND PLASMAS; SALICYLIC ACID, ITS SALTS AND ESTERS; GLYCOSIDES AND
VEGETABLE ALKALOIDS;",NB VENTURES LIMITED,British Virginia,9.86,0.14,Received in the Company,
1282,AASHNI ECOMMERCE PRIVATE LIMITED,MAHARASHTRA,Mumbai,Wholesale trade via e-commerce excluding activities of commission agents,AASHNI AND CO LTD,United Kingdom,9.83,0.14,"Received in the
Company",
1283,BOWA ELECTRONIC INDIA PRIVATE LIMITED,MAHARASHTRA,Mumbai,"Wholesale of scientific, medical and surgical machinery and equipment",BOWA BETEILIGUNGS GMBH,Germany,9.87,0.14,Received in the Company,
1284,SSBA INNOVATIONS PRIVATE LIMITED,MAHARASHTRA,Mumbai,Tax consultancy,Zenith Multi Trading DMCC,UAE,9.81,0.13,"Received in the
Company",
1285,ALIGNED AUTOMATION SERVICES PRIVATE LIMITED,MAHARASHTRA,Pune,Software installation,Aligned Automation LLC,U.S.A,9.80,0.13,Received in the Company,
1286,AMERICAN BREW CRAFTS PRIVATE LIMITED,TELANGANA,Hyderabad,Manufacture of beer,TBULL CORPORATION,U.S.A,9.73,0.13,Received in the Company,
1287,"GROWTHPOND
TECHNOLOGY PRIVATE LIMITED",MAHARASHTRA,Mumbai,Other information service activities n.e.c.,"MATRIX PARTNERS INDIA INVESTMENTS III, LLC",Mauritius,9.70,0.13,"Received in
the Company",
1288,"REAL ENERGY & INFRASTRUCTURE PRIVATE
LIMITED",MADHYA PRADESH,Jabalpur,Electric power generation using other non conventional sources,InfraCo Asia Narmada Biomass Pte Ltd.,Singapore,9.72,0.13,BrownField,
1289,Rockhopper Renewables (India) Private Limited,TELANGANA,Medak,Electric power generation using solar energy,ROCKHOPPER RENEWABLES LIMITED,United Kingdom,9.71,0.13,Received in the Company,
1290,EUROFRAGANCE INDIA PRIVATE LIMITED,MAHARASHTRA,Mumbai,Manufacture of perfumes and cologne de- eau,EUROFRAGANCE FZ LLC,UAE,9.63,0.13,Received in the Company,
1291,ELEPHANT ENERGY PRIVATE LIMITED,DELHI,Central Delhi,Treatment and disposal of non-hazardous waste,SWISSRENERGY LIMITED,HongKong,9.65,0.13,"Received in the
Company",
1292,STACKNEXUS,TELANGANA,Hyderabad,Other information technology and computer,STACKNEXUS INC,U.S.A,9.54,0.13,Received in,
"Sr.
No.",Name of Indian Company,State,Location (District),Item/ Activity,Name of Foreign Collaborator,Country,Amount (In Rs Million),Amount (In US$ Million),Inv Type,
,TECHNOLOGIES PRIVATE LIMITED,,,service activities n.e.c,,,,,the Company,
1293,STACKNEXUS TECHNOLOGIES PRIVATE LIMITED,TELANGANA,Hyderabad,Other information technology and computer service activities n.e.c,STACKNEXUS INC,U.S.A,9.57,0.13,Received in the Company,
1294,SBE RENEWABLES SIXTEEN PRIVATE LIMITED,RAJASTHAN,Jaisalmer,Electric power generation using solar energy,SBE SIXTEEN A LIMITED,United Kingdom,9.52,0.13,Brownfield,
1295,IPLTECH ELECTRIC PRIVATE LIMITED,HARYANA,Gurgaon,"Manufacture of other transport equipments
n.e.c. such as pushcarts, handcarts etc",Leo Capital Fund I,Mauritius,9.52,0.13,"Received in the
Company",
1296,"STONES2MILESTONES EDU SERVICES PRIVATE
LIMITED",DELHI,North West Delhi,Educational support activities,"ST Fund I, a series of Sajid Rahman Angel Funds, LP",U.S.A,9.56,0.13,"Received in the
Company",
1297,ZUPERSOFT SOLUTIONS PRIVATE LIMITED,TAMIL NADU,Tiruvallur,Providing software support and maintenance to the clients,ZUPER INC,U.S.A,9.42,0.13,Received in the Company,
1298,iTraveleo Private Limited,MAHARASHTRA,Mumbai,"Other professional, scientific and technical activities n.e.c.",Chandirani Holdings Limited,UAE,9.33,0.13,"Received in the
Company",
1299,WESTMINSTER HEALTHCARE PRIVATE LIMITED,Tamil Nadu,Chennai,Activities of independent diagnostic/pathological laboratories,LYCAMOBILE ITALY LDA,Portugal,9.27,0.13,Brownfield,
1300,Zomato Private Limited,DELHI,South Delhi,Other information service activities n.e.c.,Fidelity Group Trust For Employee Benefit Plans: Fidelity International Discovery Commingled Pool,U.S.A,9.31,0.13,Received in the Company,
1301,Dreamy Dot Edtech Private Limited,MAHARASHTRA,Mumbai,EDUCATION,Madhujeet Chimni,Singapore,9.21,0.13,"Received in
the Company",
1302,Array Networks India Private Limited,KARNATAKA,Bengaluru,Other information technology and computer service activities n.e.c,ARRAY NETWORKS INC,U.S.A,9.19,0.13,"Received in the
Company",
1303,BDI INDIA PRIVATE LIMITED,KARNATAKA,Bengaluru,"Wholesale of other machinery, equipment and supplies n.e.c. including computer- controlled machine tools and computer-
controlled sewing and knitting machines",Bearing Distributors Inc,U.S.A,9.12,0.13,Received in the Company,
1304,STUEVE ENGINEERING INDIA PRIVATE LIMITED,TAMIL NADU,Kanchipuram,Architectural and engineering activities and related technical consultancy,Stueve Holdings LLC,U.S.A,9.16,0.13,"Received in the
Company",
1305,NCH India Private Limited,TAMIL NADU,Tiruvallur,Manufacture of organic and inorganic chemical compounds n.e.c.,NCH CORPORATION,U.S.A,9.08,0.12,"Received in the
Company",
1306,GEMS EDUCATION,HARYANA,Gurgaon,General school education in the second,VARKEY INVESTMENTS (ONE),Mauritius,9.10,0.12,BrownField,
"Sr.
No.",Name of Indian Company,State,Location (District),Item/ Activity,Name of Foreign Collaborator,Country,Amount (In Rs Million),Amount (In US$ Million),Inv Type,
,SOLUTIONS INDIA PRIVATE LIMITED,,,"stage of the secondary level (Senior/Higher
secondary) giving, in principle, access to higher education",LIMITED,,,,,
1307,"WESTMINSTER
HEALTHCARE PRIVATE LIMITED",Tamil Nadu,Chennai,Activities of independent diagnostic/pathological laboratories,LYCAMOBILE ITALY LDA,Portugal,9.08,0.12,BrownField,
1308,SQUARE FEET ONLINE REALTY SERVICES PRIVATE LIMITED,MAHARASHTRA,Mumbai,Real estate activities on a fee or contract basis,MIHIRKUMAR PATEL,Kenya,9.00,0.12,Received in the Company,
1309,YAAR ENTERTAINMENT PRIVATE LIMITED,HARYANA,Gurgaon,Other sports activities,FeelFlow Enterprises Limited,Cyprus,9.00,0.12,Received in the Company,
1310,ELEPHANT ENERGY PRIVATE LIMITED,DELHI,Central Delhi,Treatment and disposal of non-hazardous waste,SWISSRENERGY LIMITED,HongKong,9.00,0.12,"Received in
the Company",
1311,ELEPHANT ENERGY PRIVATE LIMITED,DELHI,Central Delhi,Treatment and disposal of non-hazardous waste,SWISSRENERGY LIMITED,HongKong,9.03,0.12,"Received in the
Company",
1312,Beunlu Private Limited,HARYANA,Gurgaon,"Other professional, scientific and technical activities n.e.c.",JEFFREY A D ALESSIO,U.S.A,8.99,0.12,Received in the Company,
1313,AMPLUS KN ONE POWER PRIVATE LIMITED,DELHI,South Delhi,Installation of industrial machinery and equipment,Amplus Energy Solutions Pte. Ltd.,Singapore,8.97,0.12,Received in the Company,
1314,ZOPNIK INNOVATIONS PRIVATE LIMITED,DELHI,South West Delhi,"Activities of other commission agents n.e.c. (including commission agents working in
emerging areas for wholesale trade",ANTLER NETHERLANDS FUND I COOPERATIEF U.A.,Netherland,8.91,0.12,"Received in the
Company",
1315,LOCAL TRIP INTERACTIVE PRIVATE LOMITED,DELHI,West Delhi,Other business support service activities n.e.c,Execute Technologies Inc,St Kitts and Nevis,8.87,0.12,"Received in the
Company",
1316,ANGELANTONI TEST TECHNOLOGIES INDIA PRIVATE LIMITED,DELHI,South Delhi,Technical testing and analysis,ANGELANTONI TEST TECHNOLOGIES SRL,Italy,8.78,0.12,Received in the Company,
1317,Intello Labs Private Limited,KARNATAKA,Bengaluru,"Other professional, scientific and technical activities n.e.c.",AgFunder Inc,U.S.A,8.73,0.12,"Received in
the Company",
1318,REGENESYS INSTITUTE OF MANAGEMENT PRIVATE LIMITED,MAHARASHTRA,THANE,Higher education in management courses leading to a degree or equivalent,REGENESYS MANAGEMENT PTY LTD,South Africa,8.67,0.12,Greenfield,
1319,Zomato Private Limited,DELHI,South Delhi,Other information service activities n.e.c.,Fidelity Securities Fund: Fidelity OTC K6 Portfolio,U.S.A,8.71,0.12,"Received in
the Company",
"Sr.
No.",Name of Indian Company,State,Location (District),Item/ Activity,Name of Foreign Collaborator,Country,Amount (In Rs Million),Amount (In US$ Million),Inv Type,
1320,SAIRA ASIA INTERIORS PVT LTD,GUJARAT,Vadodara,"Manufacture of railway or tramway rolling stock, not self-propelled (passenger coaches, goods vans tank wagons, self- discharging vans and wagons, workshop
vans, crane vans, tenders etc.",SAIRA S R L,Italy,8.62,0.12,Received in the Company,
1321,Bombay Hemp Company Private Limited,MAHARASHTRA,Mumbai,Wholesale of textile fibres etc.,Carmen Celia Tore,Sweden,8.60,0.12,"Received in the
Company",
1322,MORPHEUS LIFE SCIENCES PRIVATE LIMITED,MAHARASHTRA,Mumbai,Other human health activities n.e.c. (including independent ambulance activities),IVF INTERNATIONAL DER DEUTSCHEN KLINIKI / FUER FORTPFLANZUNGSMEDIZIN GMBH,Germany,8.55,0.12,Received in the Company,
1323,INSTORIED RESEARCH LABS PRIVATE LIMITED,KARNATAKA,Bengaluru,Other information technology and computer service activities n.e.c,"Expert Dojo Ventures Fund II, LLC",U.S.A,8.52,0.12,"Received in the
Company",
1324,PRETLIST INDIA PRIVATE LIMITED,UTTAR PRADESH,Gautam Buddha Nagar,"Writing, modifying, testing of computer program to meet the needs of a particular client excluding web-page designing",Rashid Ahmed Humaid M Altayer,UAE,8.50,0.12,Received in the Company,
1325,DICOPA HEALTHCARE PRIVATE LIMITED,DELHI,South Delhi,Hospital activities,Sudhanshu Tyagi,Finland,8.50,0.12,Received in the Company,
1326,DMN INDIA PRIVATE LIMITED,TAMIL NADU,Tiruvallur,Manufacture of fluid power equipment,DMN Machinefabriek Noordwykerhout BV,Netherland,8.50,0.12,GreenField,
1327,"PROPASSETS
MANAGEMENT PRIVATE LIMITED",KARNATAKA,Bengaluru,Combined facilities support activities,Masuoka Architectural Contractors Inc,Japan,8.46,0.12,"Received in
the Company",
1328,HUMMEL INDIA PRIVATE LIMITED,MAHARASHTRA,Mumbai,"Wholesale of textiles, fabrics, yarn, household linen, articles of clothing, floor coverings and tapestry, sports clothes",HUMMEL BODH GAYA A/S,Denmark,8.37,0.11,Received in the Company,
1329,EVERGREEN RENEWABLES PRIVATE LIMITED,MAHARASHTRA,Mumbai,Electric power generation using solar energy,EVERGREEN POWER MAURITIUS PVT LTD,Mauritius,8.33,0.11,"Received in
the Company",
1330,DICOPA HEALTHCARE PRIVATE LIMITED,DELHI,South Delhi,Hospital activities,Sudhanshu Tyagi,Finland,8.30,0.11,Received in the Company,
1331,SUZHOU NANOMICRO TECH INDIA PRIVATE LIMITED,UTTAR PRADESH,Gautam Buddha Nagar,"Manufacture of laboratory analytical instruments and miscellaneous laboratory apparatus for measuring and testing such as
scales, balances, incubators etc.",Suzhou Nanomicro Technology Company Ltd,China,8.17,0.11,Received in the Company,
1332,IFAST FINANCIAL INDIA PRIVATE LIMITED,MAHARASHTRA,Mumbai,Activities auxiliary to financial service activities n.e.c.,iFAST India Investments PTE Ltd,Singapore,8.13,0.11,"Received in the
Company",
1333,Natems Green Energy,TELANGANA,Medak,Electric power generation using solar energy,SF RENEWABLES (SOLAR) LIMITED,United,8.08,0.11,Received in,
"Sr.
No.",Name of Indian Company,State,Location (District),Item/ Activity,Name of Foreign Collaborator,Country,Amount (In Rs Million),Amount (In US$ Million),Inv Type,
,Private Limited,,,,,Kingdom,,,the Company,
1334,DE SOTO TECHNOLOGIES PRIVATE LIMITED,GUJARAT,Ahmedabad,"Writing, modifying, testing of computer program to meet the needs of a particular client excluding web-page designing",Strategic Partners INC,U.S.A,8.05,0.11,Received in the Company,
1335,TERRALS TECHNOLOGIES PRIVATE LIMITED,KARNATAKA,Bengaluru,Software installation,Social Starts A L P,U.S.A,8.07,0.11,"Received in the
Company",
1336,Iluminar Media Private Limited,DELHI,New Delhi,Advertising,IDG VENTURES INDIA FUND III LLC,Mauritius,8.01,0.11,Received in the Company,
1337,PYNARC PROJECTS PRIVATE LIMITED,MAHARASHTRA,Mumbai,"Interior completion such as ceilings, wooden wall coverings, movable partitions etc. ; Laying of parquet and other wood floor coverings, carpets and linoleum, wallpaper;
tiling with ceramic, concrete etc",Lakewood Asset Management LLC,U.S.A,8.00,0.11,Received in the Company,
1338,SARVAGRAM SOLUTIONS PRIVATE LIMITED,MAHARASHTRA,Mumbai,Renting and operational leasing of agricultural and forestry machinery and equipment without operator,ELEVATION CAPITAL VII LIMITED,Mauritius,7.98,0.11,Received in the Company,
1339,Craftsvilla Handicrafts Private Limited,MAHARASHTRA,Mumbai,Retail sale via e-commerce,SUPERA INVESTMENTS PTE LTD,Singapore,8.00,0.11,Received in the Company,
1340,QUOINE INDIA PRIVATE LIMITED,HARYANA,Gurgaon,"Operation of other websites that act as
portals to the Internet, such as media sites providing periodically updated content",QUOINE CORPORATION,Japan,8.00,0.11,"Received in
the Company",
1341,CLOUDKITCH PRIVATE LIMITED,MAHARASHTRA,Mumbai,Restaurants without bars,CLOUD CHEF CUISINE PTE. LTD.,Singapore,7.95,0.11,Received in the Company,
1342,XALT ANALYTICS PRIVATE LIMITED,DELHI,South West Delhi,"Other data processing, hosting and related activities n.e.c.",AVL LIST GMBH,Austria,7.94,0.11,"Received in
the Company",
1343,HUMMEL INDIA PRIVATE LIMITED,MAHARASHTRA,Mumbai,"Wholesale of textiles, fabrics, yarn, household linen, articles of clothing, floor coverings and tapestry, sports clothes",HUMMEL BODH GAYA A/S,Denmark,7.88,0.11,Received in the Company,
1344,Bombay Hemp Company Private Limited,MAHARASHTRA,Mumbai,Wholesale of textile fibres etc.,Valiant Mauritius Partners FDI Limited,Mauritius,7.90,0.11,"Received in the
Company",
1345,DEEPPURA HOTELS AND RESORTS PRIVATE LIMITED,RAJASTHAN,Sikar,"Hotels and Motels, inns, resorts providing short term lodging facilities; includes accommodation in house boats",BALDAN MARIA GRAZIA,Italy,7.89,0.11,BrownField,
1346,GREENIZON AGRITECH CONSULTANCY PRIVATE,MAHARASHTRA,Pune,"Other professional, scientific and technical activities n.e.c.",Jai Kisan LLC,U.S.A,7.87,0.11,Received in the,
"Sr.
No.",Name of Indian Company,State,Location (District),Item/ Activity,Name of Foreign Collaborator,Country,Amount (In Rs Million),Amount (In US$ Million),Inv Type,
,LIMITED,,,,,,,,Company,
1347,CITYMANDI BUSINESS PRIVATE LIMITED,KARNATAKA,Bengaluru,Wholesale of cereals and pulses,RTP Citymandi Investment LLC,U.S.A,7.83,0.11,Received in the Company,
1348,"TESTMESURES SPHEREA
SOLUTIONS PRIVATE LIMITED",KARNATAKA,Bengaluru,Other information service activities n.e.c.,TEST MESURES GROUPE,France,7.82,0.11,"Received in
the Company",
1349,GEMINI EQUIPMENT AND RENTALS PRIVATE LIMITED,MAHARASHTRA,THANE,"Renting and operational leasing, without operator, of other machinery and equipment that are generally used as capital
goods by industries",CYCLADIC INDIA DISTRIBUTIONS,Mauritius,7.79,0.11,Received in the Company,
1350,NATUREDGE BEVERAGES PRIVATE LIMITED,MADHYA PRADESH,Seoni,Retail sale of other food products n.e.c.,NB Venture Limited,British Virginia,7.61,0.10,Brownfield,
1351,JITKLA AND GOUR OVERSEAS PRIVATE LIMITED,UTTAR PRADESH,Varanasi,"Hotels and Motels, inns, resorts providing short term lodging facilities; includes accommodation in house boats",SUPPAWAT JITKLA,Thailand,7.64,0.10,Received in the Company,
1352,Craftsvilla Handicrafts Private Limited,MAHARASHTRA,Mumbai,Retail sale via e-commerce,SUPERA INVESTMENTS PTE LTD,Singapore,7.60,0.10,"Received in the
Company",
1353,Wonderchef Home Appliances Private Limited,MAHARASHTRA,Mumbai,"Wholesale of other households goods, n.e.c. [Includes wholesale of household equipment and appliances, n.e.c; photographic equipment, games, toys and sports goods
(also includes bicycles, cycle ricksh",Labruyere Developpement Et Industries,France,7.60,0.10,Received in the Company,
1354,Wonderchef Home Appliances Private Limited,MAHARASHTRA,Mumbai,"Wholesale of other households goods, n.e.c. [Includes wholesale of household equipment and appliances, n.e.c; photographic equipment, games, toys and sports goods
(also includes bicycles, cycle ricksh",Vervima Company Limited,U.S.A,7.60,0.10,Received in the Company,
1355,ECSO GLOBAL PRIVATE LIMITED,DELHI,West Delhi,"Growing of asparagus, cabbages,
cauliflower, broccoli, lettuce, chicory, spinach and other leafy or stem vegetables",TRIPLE AP INVESTMENTS PTE LTD,Singapore,7.60,0.10,"Received in
the Company",
1356,Think & Learn Private Limited,KARNATAKA,Bengaluru,"General school education in the second stage of the secondary level (Senior/Higher secondary) giving, in principle, access to higher education","BlackRock Global Allocation Portfolio of BlackRock Series Fund, Inc.",U.S.A,7.59,0.10,Received in the Company,
1357,ROBOSOFT TECHNOLOGIES PRIVATE LIMITED,KARNATAKA,Udupi,"Writing, modifying, testing of computer program to meet the needs of a particular client excluding web-page designing",KALAARI CAPITAL PARTNERS II LLC,Mauritius,7.52,0.10,Received in the Company,
1358,Catbus Infolabs Private Limited,KARNATAKA,Bengaluru,Motorised road freight transport,DRAPER UNIVERSITY VENTURES LP,U.S.A,7.52,0.10,"Received in
the Company",
"Sr.
No.",Name of Indian Company,State,Location (District),Item/ Activity,Name of Foreign Collaborator,Country,Amount (In Rs Million),Amount (In US$ Million),Inv Type,
1359,Sandhar Han Shin Auto Technologies Private Limited,DELHI,North West Delhi,"Manufacture of diverse parts and accessories for motor vehicles such as brakes, gearboxes, axles,road wheels, suspension shock absorbers, radiators, silencers, exhaust pipes, catalysers, clutches,
ste",Han Shin Corporation,South Korea,7.50,0.10,Received in the Company,
1360,TOTALITY MEDIA PRIVATE LIMITED,DELHI,East Delhi,Computer consultancy and computer facilities management activities,Totality Corp PTE Ltd,Singapore,7.50,0.10,Received in the Company,
1361,"AEROKON
INFRAVENTURES PRIVATE LIMITED",MADHYA PRADESH,Jabalpur,Manufacture of clinkers and cement,ACE INTERNATIONAL CONSULTANCY SERVICES,Mauritius,7.50,0.10,Greenfield,
