Table No. 19 (c),,,,,,,,
"STATEMENT ON REMITTANCE-WISE OF FDI EQUITY INFLOWS RECEIVED UNDER RBI’s AUTOMATIC ROUTE
"187
2",GUMMADIDALA SOLAR PRIVATE LIMITED,Mauritius,TE SOLAR INDIA MAURITIUS,NEW DELHI,Electric power generation using solar energy,2.87,0.04,
"187
3",GUMMADIDALA SOLAR PRIVATE LIMITED,Mauritius,TEP SOLAR INDIA MAURITIUS,NEW DELHI,Electric power generation using solar energy,21.92,0.34,
"187
4",THUKKAPUR SOLAR PRIVATE LIMITED,Mauritius,TEP SOLAR INDIA MAURITIUS,NEW DELHI,Electric power generation using solar energy,3.69,0.06,
"187
5",ACHAMPET SOLAR PRIVATE LIMITED,Mauritius,TEP SOLAR INDIA MAURITIUS,NEW DELHI,Electric power generation using solar energy,5.70,0.09,
"187
6",RENJAL SOLAR PRIVATE LIMITED,Mauritius,TEP SOLAR INDIA MAURITIUS,NEW DELHI,Electric power generation using solar energy,7.23,0.11,
"187
7",BPEA INVESTMENT MANAGERS PVT. LTD. (INDI,Mauritius,BARING PRIVATE EQUITY ASIA (MAURITIUS) L,NEW DELHI,Activities auxiliary to financial service activities n.e.c.,5.86,0.09,
Sl. No,Name of Indian Company,Country,Name of Foreign Collaborator,RBI Regional Office,Item of Manufacture,Amount of FDI Inflows,,
,,,,,,(In Rs million),(In US$ million),
"187
8",OSTRO ENERGY PVT LTD,Mauritius,OSTRO RENEWABLE POWER LIMITED,NEW DELHI,Electric power generation using solar energy,399.00,6.19,
"187
9",PAIX TECHNOLGY PVT LTD,Mauritius,Shunwei Ventures (Mauritius) Ltd.,MUMBAI,"Other data processing, hosting and related activities n.e.c.",202.65,3.14,
"188
0",GHANPUR SOLAR PRIVATE LIMITED,Mauritius,TEP SOLAR INDIA MAURITIUS,NEW DELHI,Electric power generation using solar energy,4.25,0.07,
"188
1",CREATIVE WEBMEDIA PVT LTD,Mauritius,CREATIVE WEBMEDIA INVEST,NEW DELHI,Operation of web sites that use a search engine to generate and maintain extensive databases of internet,14.44,0.22,
"188
2",HERITAGE MAX REALTECH PRIVATE LIMITED,Mauritius,HA TERNA LIMITED,NEW DELHI,"Construction of buildings carried out on own-account basis or on a fee or contract
basis",0.91,0.01,
"188
3",FOUNTIL LIFE SCIENCES PRIVATE LIMITED,Mauritius,PRISMA HOLDINGS LIMITED,MUMBAI,Wholesale of pharmaceutical and medical goods,6.59,0.10,
"188
4",JUNOBO HOTELS PVT LTD,Mauritius,HAREL MALLAC GLOBAL SERVICES LTD,MUMBAI,"Hotels and Motels, inns, resorts providing short term lodging facilities includes accommodation in house",29.47,0.46,
"188
5",PANACEA MEDICAL TECHNOLOGIES PRIVATE LIM,Mauritius,NEA FDI II LTd,BANGALORE,"Manufacture of irradiation, electromedical and electrotherapeutic equipment",50.00,0.78,
"188
6",PONCHO HOSPITALITY PVT LTD,Mauritius,Mayfield India II Ltd,BANGALORE,"Cafeterias, fast-food
restaurants and other food preparation in market stalls",29.98,0.46,
"188
7",PONCHO HOSPITALITY PVT LTD,Mauritius,Mayfield India 11 Ltd,BANGALORE,"Cafeterias, fast-food restaurants and other food
preparation in market stalls",69.99,1.08,
"188
8",JOHN DISTILLERIES PVT LTD,Mauritius,GPE (India) Limited,BANGALORE,Manufacture of wines,81.71,1.27,
"188
9",PROGNOSYS MEDICAL SYSTEMS PRIVATE LIMITE,Mauritius,Somerset Indus Healthcare Fund I,BANGALORE,"Manufacture of irradiation, electromedical and electrotherapeutic equipment",89.98,1.39,
"189
0",PROGNOSYS MEDICAL SYSTEMS PRIVATE LIMITE,Mauritius,Somerset Indus Healthcare Fund I,BANGALORE,"Manufacture of irradiation, electromedical and electrotherapeutic equipment",0.02,0.00,
"189
1",SERENDIPITY INFOLABS PRIVATE LIMITED,Mauritius,Accel India III (Mauritius) Ltd,BANGALORE,Data processing activities including report writing,12.39,0.19,
"189
2",SERENDIPITY INFOLABS PRIVATE LIMITED,Mauritius,"Helion Venture Partners II, LLC",BANGALORE,Data processing activities including report writing,12.39,0.19,
"189
3",DISTRIBUTION LOGISTICS INFRASTRUCTURE PV,Mauritius,DISTRIBUTION & LOGISTICS INFRASTRUCTURE,BANGALORE,Other sea and coastal water transport n.e.c.,956.91,14.83,
"189
4",VBHC VALUE HOMES PRIVATE LIMITED (FORMER,Mauritius,FIRST CARLYLE GROWTH IX,BANGALORE,Architectural and engineering activities and related technical consultancy,100.00,1.55,
"189
5",VIDDYARTH ACADEMIC SERVICES PVT LTD,Mauritius,MARSHAL INDIA SELECT FUND LIMITED,BANGALORE,Educational support services,5.00,0.08,
"189
6",BLUETOWN (INDIA) PRIVATE LIMITED,Mauritius,BLUE TOWN (MAURITIUS) LIMITED,NEW DELHI,"Wholesale of telephone, mobile phone and communications equipment
and parts",6.10,0.09,
"189
7",STAR DENTAL CENTRE PVT LTD,Mauritius,GLOBAL DENTAL SERVICES LIMITED,NEW DELHI,Dental practice activities,203.40,3.15,
"189
8",LEON REALTORS PRIVATE LIMITED,Mauritius,NEW VERNON METRO,NEW DELHI,Construction and maintenance of industrial facilities such as refineries chemical plants etc.,200.00,3.10,
"189
9",JOHN DISTILLERIES PVT LTD,Mauritius,GPE (India) Limited,BANGALORE,Manufacture of wines,122.56,1.90,
190,ACHAMPET SOLAR PRIVATE,Mauritius,TEP SOLAR INDIA,NEW DELHI,Electric power generation,1.48,0.02,
Sl. No,Name of Indian Company,Country,Name of Foreign Collaborator,RBI Regional Office,Item of Manufacture,Amount of FDI Inflows,,
,,,,,,(In Rs million),(In US$ million),
0,LIMITED,,MAURITIUS,,using solar energy,,,
"190
1",ACHAMPET SOLAR PRIVATE LIMITED,Mauritius,TEP SOLAR INDIA MAURITIUS,NEW DELHI,Electric power generation using solar energy,14.96,0.23,
"190
2","M/S AMAZON
TRANSPORTATION SERVICES PVT L",Mauritius,AMZON.COM.INCS LIMITED,NEW DELHI,Courier activities,0.00,0.00,
"190
3",MAKE MY TRIP INDIA PVT LTD,Mauritius,MAKEMYTRIP LIMITED,NEW DELHI,Travel agency activities,326.53,5.06,
"190
4",STAR DENTAL CENTRE PVT LTD,Mauritius,GLOBAL DENTAL SERVICES LIMITED,NEW DELHI,Dental practice activities,135.22,2.10,
"190
5",ADANI POWER LIMITED,Mauritius,UNIVERSAL TRADE AND INVETSMENTS LTD,AHMEDABAD,Electric power generation by coal based thermal power plants,364.75,5.65,
"190
6",ADANI POWER LIMITED,Mauritius,AFRO ASIA TRADE AND INVETSMENTS LTD,AHMEDABAD,Electric power generation by coal based thermal power plants,399.96,6.20,
"190
7",ADANI POWER LIMITED,Mauritius,UNIVERSAL TRADE AND INVESTMENTS LTD,AHMEDABAD,Electric power generation by coal based thermal power plants,301.05,4.67,
"190
8",ADANI POWER LIMITED,Mauritius,afro asia trade and investments ltd,AHMEDABAD,"Electric power generation by
coal based thermal power plants",484.53,7.51,
"190
9",ADANI POWER LIMITED,Mauritius,worldwide emerging market holding ltd,AHMEDABAD,"Electric power generation by coal based thermal power
plants",324.04,5.02,
"191
0",ADANI POWER LIMITED,Mauritius,afro asia trade and investments ltd,AHMEDABAD,Electric power generation by coal based thermal power plants,324.04,5.02,
"191
1",ADANI POWER LIMITED,Mauritius,universal trade and investments ltd,AHMEDABAD,Electric power generation by coal based thermal power plants,243.85,3.78,
"191
2",ISTAR SKILL DEVELOPMENT PVT. LTD,Mauritius,Unitus Seed Mauritius,BANGALORE,Educational support services,7.50,0.12,
"191
3",DUNZO DIGITAL PRIVATE LIMITED,Mauritius,BLUME VENTURES FUND II,BANGALORE,Other information technology and computer service activities n.e.c,11.19,0.17,
"191
4",DUNZO DIGITAL PRIVATE LIMITED,Mauritius,BLUME VENTURES FUND II,BANGALORE,Other information technology and computer service activities n.e.c,19.33,0.30,
"191
5",DUNZO DIGITAL PRIVATE LIMITED,Mauritius,ASPADA INVESTMENT COMPANY,BANGALORE,Other information technology and computer service activities n.e.c,80.00,1.24,
"191
6",VIDDYARTH ACADEMIC SERVICES PVT LTD,Mauritius,MARSHAL INDIA SELECT FUND LIMITED,BANGALORE,Educational support services,5.06,0.08,
"191
7",DISTRIBUTION LOGISTICS INFRASTRUCTURE PV,Mauritius,distribution and logistics infrastructur,BANGALORE,Other sea and coastal water transport n.e.c.,61.41,0.95,
"191
8",DISTRIBUTION LOGISTICS INFRASTRUCTURE PV,Mauritius,distribution and logistics infrastructur,BANGALORE,Other sea and coastal water transport n.e.c.,234.18,3.63,
"191
9",DISTRIBUTION LOGISTICS INFRASTRUCTURE PV,Mauritius,distribution and logistics infrastructur,BANGALORE,Other sea and coastal water transport n.e.c.,121.72,1.89,
"192
0",DISTRIBUTION LOGISTICS INFRASTRUCTURE PV,Mauritius,Distribution and Logistcs Infrastructure,BANGALORE,Other sea and coastal water transport n.e.c.,11.00,0.17,
"192
1",FINCARE BUSINESS SERVICES PRIVATE LIMITE,Mauritius,LEAPFROG RURAL INCLUSION (INDIA) LIMITED,BANGALORE,Activities of holding companies,370.00,5.74,
"192
2",UNILOG CONTENT SOLUTIONS PRIVATE LIMITED,Mauritius,Kalaari Capital Partners II LLC,BANGALORE,"Other data processing, hosting and related activities n.e.c.",0.04,0.00,
"192
3",UNILOG CONTENT SOLUTIONS PRIVATE LIMITED,Mauritius,Kalaari Capital Partners II LLC,BANGALORE,"Other data processing, hosting and related activities n.e.c.",189.96,2.94,
"192
4",AMAZON SELLER SERVICES PVT. LTD.,Mauritius,Amazon.com.INCS Limited,BANGALORE,Wholesale of other electronic equipments and parts thereof,0.93,0.01,
Sl. No,Name of Indian Company,Country,Name of Foreign Collaborator,RBI Regional Office,Item of Manufacture,Amount of FDI Inflows,,
,,,,,,(In Rs million),(In US$ million),
"192
5",BLUESTONE JEWELLERY AND LIFESTYLE PVT LT,Mauritius,IRON PILLAR FUND I LTD,BANGALORE,"Manufacture of jewellery of gold, silver and other precious or base metal metal clad with precious metals",351.52,5.45,
"192
6",ING VYSYA BANK LTD.,Mauritius,ING Mauritius Investments I,BANGALORE,"Monetary intermediation of commercial banks, saving banks. postal savings bank and
discount houses","2,125.96",32.99,
"192
7",KINGS LEARNING PVT LTD,Mauritius,ENGURU LEARNING,MUMBAI,"Manufacture of refrigerating or freezing equipment f industrial use, including assemblies of major c",4.80,0.07,
"192
8",SURAKSHA DIAGNOSTIC PVT LTD,Mauritius,ORBIMED ASIA II MAURITIUS FDI INVESTMENT,KOLKATA,Activities of independent diagnostic/pathological laboratories,199.99,3.10,
"192
9",MILK MANTRA DAIRY PVT LTD,Mauritius,AAVISHKAAR INDIA II COMPANY LIMITED,KOLKATA,"Manufacture of pasteurised milk whether or not in bottles/ polythene packs etc. (plain or
flavoured)",29.85,0.46,
"193
0",GANESH GRAINS LIMITED,Mauritius,INDIA BUSINESS EXCELLENCE FUND - IIA,KOLKATA,Flour milling,396.00,6.14,
"193
1",SURYODAY SMALL FINANCE BANK LTD,Mauritius,GAJA CAPITAL FUND II LTD,MUMBAI,"Monetary intermediation of commercial banks, saving banks. postal savings bank and discount houses",28.15,0.44,
"193
2",OXIGEN ONLINE SERVICES (INDIA)C,Mauritius,2DFINE INVESTMENTS MAURITIUS,NEW DELHI,"Other financial service activities, except insurance and pension funding activities,
n.e.c.",16.94,0.26,
"193
3",CONTENTMART PRIVATE LIMITED,Mauritius,CONTENTMART GLOBAL,NEW DELHI,"Operation of other websites that act as portals to the Internet, such as media sites providing periodically",3.51,0.05,
"193
4",NALANDA LEARNING SYSTEMS PVT. LTD.,Mauritius,AAVISHKAAR INDIA II COMPANY LIMITED,KOLKATA,Pre-primary education (education preceding the first level),24.85,0.39,
"193
5",HIVELOOP TECHNOLOGY PRIVATE LIMITED,Mauritius,LIGHTSPEED VENTURE PARTNERS XMAURITIUS,BANGALORE,"Other data processing, hosting and related activities n.e.c.",317.33,4.92,
"193
6",TASMAN-DRIVE SOFTWARE PRIVATE LIMITED,Mauritius,J P VENTURES LIMITED,BANGALORE,Other information service activities n.e.c.,0.05,0.00,
"193
7",TASMAN-DRIVE SOFTWARE PRIVATE LIMITED,Mauritius,J P VENTURES LIMITED,BANGALORE,Other information service activities n.e.c.,32.00,0.50,
"193
8",TASMAN-DRIVE SOFTWARE PRIVATE LIMITED,Mauritius,JP VENTURES LIMITED,BANGALORE,Other information service activities n.e.c.,33.00,0.51,
"193
9",WOOPLR TECHNOLOGIES PRIVATE LIMITED,Mauritius,HELION VENTURE PARTNERS III LLC,BANGALORE,Other information service activities n.e.c.,100.50,1.56,
"194
0",WOOPLR TECHNOLOGIES PRIVATE LIMITED,Mauritius,HELION VENTURE PARTNERS III LLC,BANGALORE,Other information service activities n.e.c.,67.03,1.04,
"194
1",RUPEEK FINTECH PRIVATE LIMITED,Mauritius,SCI INVESTMENTS V,BANGALORE,Other information technology and computer service activities n.e.c,0.19,0.00,
"194
2",RUPEEK FINTECH PRIVATE LIMITED,Mauritius,SCI INVESTMENTS V,BANGALORE,Other information technology and computer service activities n.e.c,133.53,2.07,
"194
3",CINEPOLIS INDIA PVT LTD,Mexico,CENTROS DE ENTRETENMIENTO LATINOAMERICAN,NEW DELHI,"Motion picture or video tape projection in cinemas, in the open air or in other projection
facilities",71.61,1.11,
"194
4",HEARTLINE TELEMEDICAL SERVICES P LTD,Maldives,Travelin Maldives Private Limited,CHENNAI,Hospital activities,2.30,0.04,
"194
5",LBR LEISURE AND HOSPITALITY SERVICES P L,Netherlands,Lebara Investments BV,CHENNAI,"Hotels and Motels, inns, resorts providing short term",18.84,0.29,
Sl. No,Name of Indian Company,Country,Name of Foreign Collaborator,RBI Regional Office,Item of Manufacture,Amount of FDI Inflows,,
,,,,,,(In Rs million),(In US$ million),
,,,,,lodging facilities includes accommodation in house,,,
"194
6",LBR LEISURE AND HOSPITALITY SERVICES P L,Netherlands,lebara investments BV,CHENNAI,"Hotels and Motels, inns, resorts providing short term lodging facilities includes accommodation in house",543.53,8.43,
"194
7",BLUZOR PVT LTD,Netherlands,Bluzor B.V.,MUMBAI,Providing software support and maintenance to the clients,0.10,0.00,
"194
8",NOVATEUR ELECTRICAL & DIGITAL SYSTEMS PV,Netherlands,Legrand Nederland B . V.,MUMBAI,"Manufacture of power generators (except battery charging alternators for
internal combustion engines),",0.00,0.00,
"194
9",FOKKER ELMO SASMOS INTERCONNECTION SYSTE,Netherlands,Fokker Elmo B V,BANGALORE,Manufacture of other wiring devices and fittings n.e.c.,10.70,0.17,
"195
0",HERO FUTURE ENERGIES PRIVATE LIMITED,Netherlands,IFC GIF HOLDING II COOPERATIEF U.A.,NEW DELHI,"Electric power generation using other non conventional
sources","1,667.27",25.85,
"195
1",UBER INDIA TECHNOLOGY PRIVATE LIMITED,Netherlands,UBER INTERNATIONAL SERVICES HOLDING B.V.,NEW DELHI,Renting and leasing of motor vehicles,13.20,0.20,
"195
2",BASRUR UNISEAL PRIVATE LTD.,Netherlands,Rieke Lamons Nederland Holdings B V,BANGALORE,"Manufacture of other general purpose machinery n.e.c. ( fans intended for industrial applications, exhaust",17.13,0.27,
"195
3",CLAESENS FASHIONS PRIVATE LIMITED,Netherlands,Den Boer Arie Gerard Willem,BANGALORE,"Wholesale of textiles, fabrics, yarn, household linen, articles of clothing, floor coverings and
tapestry,",3.96,0.06,
"195
4",FIVE WHEELS PRIVATE LIMITED,Netherlands,Treecorp Holdings BV,BANGALORE,Manufacture of motor vehicles n.e.c.,1.65,0.03,
"195
5",REELEEZEE SOFTWARE SERVICES INDIA PVT LT,Netherlands,REELEEZEE B.V.,AHMEDABAD,"Other information technology
and computer service activities n.e.c",0.47,0.01,
"195
6",BALL AEROCAN INDIA PVT LTD(Erst METACAN,Netherlands,BALL AMERICAS HOLDING BV,AHMEDABAD,Manufacture of other fabricated metal products n.e.c.,145.59,2.26,
"195
7",KIRES INDIA PRIVATE LIMITED,Netherlands,KINGSTON RESPIRATORY DUTCH 602 HOLDINGS,NEW DELHI,Manufacture of other medical and dental instruments n.e.c.,0.10,0.00,
"195
8",VIVO HEALTHCAE PVT LTD (EAR S R INSTT OF,Netherlands,STICHING CAPITAL 4 DELVELOPMENT,NEW DELHI,"Other human health activities
n.e.c. (including independent ambulance activities)",20.00,0.31,
"195
9",SPECTRUMLABS INDIA PRIVATE LIMITED,Netherlands,Spectrum Europe B.V,BANGALORE,"Repair and maintenance of mining, construction, and oil and gas field machinery;
metallurgy machiner",0.10,0.00,
"196
0",SPECTRUMLABS INDIA PRIVATE LIMITED,Netherlands,Spectrum Europe B.V,BANGALORE,"Repair and maintenance of mining, construction, and oil and gas field machinery;
metallurgy machiner",0.40,0.01,
"196
1",PT MATERIALS TECHNOLOGIES(INDIA) PRIVATE,Netherlands,POROUS TECHNOLOGIES HOLDINGS B V,BANGALORE,Manufacture of other plastics products n.e.c.,134.87,2.09,
1962,VOLKSWAGEN FINANCE PVT LTD,Netherlands,VOLKSWAGEN FINANCIAL OVERSEAS BV,MUMBAI,Other business support service activities n.e.c.,405.00,6.28,
1963,BASELL POLYOLEFINS INDIA PVT LTD,Netherlands,BASELL INTERNATIONAL HOLDINGS BV,MUMBAI,Wholesale of plastic materials in primary forms,0.10,0.00,
1964,BASELL POLYOLEFINS INDIA PVT LTD,Netherlands,BASELL EUROPE HOLDINGS BV,MUMBAI,Wholesale of plastic materials in primary forms,0.00,0.00,
1965,VOLKSWAGEN FINANCE PVT LTD,Netherlands,VOLKSWAGEN FINANCIAL OVERSEAS BV,MUMBAI,Other business support service activities n.e.c.,393.41,6.10,
1966,ARDOM TOWERGEN PRIVATE LIMITED,Netherlands,QUANTA SERVICES NETHERLANDS BV,NEW DELHI,Electric power generation using solar energy,15.87,0.25,
Sl. No,Name of Indian Company,Country,Name of Foreign Collaborator,RBI Regional Office,Item of Manufacture,Amount of FDI Inflows,,
,,,,,,(In Rs million),(In US$ million),
"196
7",UBER INDIA TECHNOLOGY PRIVATE LIMITED,Netherlands,MIETEN BV,NEW DELHI,Renting and leasing of motor vehicles,0.00,0.00,
"196
8",SOLENIS GSS INDIA PVT LTD,Netherlands,SOLENIS NETHERLANDS HOLDING B.V.,HYDERABAD,"Accounting, bookkeeping and auditing activities",0.10,0.00,
"196
9",FINE ZEELANDIA PVT LTD,Netherlands,ZEELANDIA INTERNATIONAL HOLDING BV,MUMBAI,"Manufacture of flour mixes and prepared blended flour and dough for bread, cakes, biscuits",60.00,0.93,
"197
0",GB FOODS INDIA TRADING PRIVATE LIMITED,Netherlands,GB Foods Africa B.V.,CHENNAI,Other business support service activities n.e.c.,0.00,0.00,
"197
1",VIVARNA POWER PRIVATE LIMITED,Netherlands,SUNE SOLAR B.V,CHENNAI,Electric power generation using solar energy,0.10,0.00,
"197
2",VIVARNA POWER PRIVATE LIMITED,Netherlands,SUNEDISON ENERGY HOLDING B.V,CHENNAI,Electric power generation using solar energy,0.00,0.00,
"197
3",HIRA WALRAVEN INSTALLATIONS SYSTEMS PVT,Netherlands,J.VAN WALRAVEN HOLDING B.V,MUMBAI,"Wholesale of hardware and sanitary fittings and fixtures and flat glass including tools
such as hammers,",1.30,0.02,
"197
4",YOUTELLME MEDIA PVT LTD,Netherlands,"YTM Holding B.V.,",MUMBAI,Operation of web sites that use a search engine to generate and maintain extensive databases of internet,2.02,0.03,
"197
5",VERMEER LAUNDRY INNOVATIONS INDIA PRIVAT,Netherlands,HYPERWASH B.V.,AHMEDABAD,"Manufacture of ironing machines, commercial washing and drying machines, dry-
cleaning machines and other",1.41,0.02,
"197
6","METECNO (INDIA) PVT., LTD.,",Netherlands,"Metecno Holding Asia BV.,",CHENNAI,"Manufacture of other fabricated metal products
n.e.c.",2.74,0.04,
"197
7",HERO FUTURE ENERGIES PRIVATE LIMITED,Netherlands,IFC GIF HOLDING II COOPERATIEF U.A.,NEW DELHI,Electric power generation using other non conventional sources,0.00,0.00,
"197
8",OCP SUPPORT SERVICES PRIVATE LIMITED,Netherlands,OCP INTERNATIONAL COOPERATIVE U.A.,NEW DELHI,Market research and public opinion polling,20.53,0.32,
"197
9",KIRES INDIA PRIVATE LIMITED,Netherlands,KINGSTON RESPIRATORY DUTCH 601 B.V.,NEW DELHI,Manufacture of other medical and dental instruments n.e.c.,0.00,0.00,
"198
0",KIRES INDIA PRIVATE LIMITED,Netherlands,KINGSTON RESPIRATORY DUTCH 602 HOLDINGS,NEW DELHI,Manufacture of other medical and dental instruments n.e.c.,27.37,0.42,
"198
1",KIRES INDIA PRIVATE LIMITED,Netherlands,KINGSTON RESPIRATORY DUTCH 601 B.V.,NEW DELHI,Manufacture of other medical and dental instruments n.e.c.,0.28,0.00,
"198
2",KIRES INDIA PRIVATE LIMITED,Netherlands,KINGSTON RESPIRATORY DUTCH 602 HOLDINGS,NEW DELHI,Manufacture of other medical and dental instruments n.e.c.,7.34,0.11,
"198
3",KIRES INDIA PRIVATE LIMITED,Netherlands,KINGSTON RESPIRATORY DUTCH 601 B.V.,NEW DELHI,Manufacture of other medical and dental instruments n.e.c.,0.07,0.00,
"198
4",CLAESENS FASHIONS PRIVATE LIMITED,Netherlands,Mr. Den Boer Arie Gerard Willem,BANGALORE,"Wholesale of textiles, fabrics, yarn, household linen, articles of clothing, floor coverings and tapestry,",3.91,0.06,
"198
5",LBR LEISURE AND HOSPITALITY SERVICES P L,Netherlands,Karan holdings BV,CHENNAI,"Hotels and Motels, inns, resorts providing short term lodging facilities includes
accommodation in house",0.00,0.00,
"198
6",AASHMAN ENERGY PRIVATE LIMITED,Netherlands,SENE SOLAR B.V,CHENNAI,Electric power generation using other non conventional sources,0.10,0.00,
"198
7",AASHMAN ENERGY PRIVATE LIMITED,Netherlands,SUNE SOLAR B.V,CHENNAI,Electric power generation using other non conventional sources,121.79,1.89,
"198
8",AASHMAN ENERGY PRIVATE LIMITED,Netherlands,SUNEDISON NETHERLANDS APAC HOLDCO B.V,CHENNAI,"Electric power generation using other non conventional
sources",0.00,0.00,
Sl. No,Name of Indian Company,Country,Name of Foreign Collaborator,RBI Regional Office,Item of Manufacture,Amount of FDI Inflows,,
,,,,,,(In Rs million),(In US$ million),
"198
9",AASHMAN ENERGY PRIVATE LIMITED,Netherlands,SUNE SOLAR B.V,CHENNAI,Electric power generation using other non conventional sources,190.39,2.95,
"199
0",ATOTECH DEVELOPMENT CENTRE PRIVATE LIMIT,Netherlands,ATOTECH B.V.,NEW DELHI,Research and experimental development on natural sciences and engineering,500.00,7.75,
"199
1","AUTOMATIC DATA
SOLUTIONS&TECHNOLOGY SERV",Netherlands,ADP NEDERLAND B.V.,HYDERABAD,Data processing activities including report writing,123.27,1.91,
"199
2",JED SOLAR PARKS PRIVATE LIMITED,Netherlands,SUN E SOLAR B.V.,HYDERABAD,Electric power generation using solar energy,93.80,1.45,
"199
3",JED SOLAR PARKS PRIVATE LIMITED,Netherlands,SUN E SOLAR B.V.,HYDERABAD,Electric power generation using solar energy,374.67,5.81,
"199
4",ELEMENTION HEALTH & SPORT PVT L (ACTIVE,Netherlands,PARFLOR B.V.,NEW DELHI,Other amusement and recreation activities n.e.c.,1.98,0.03,
"199
5",PVL TAG FACTORY INDIA PVT LTD,Netherlands,PVL ADVIES & MANAGEMENT BV,NEW DELHI,Manufacture of other electronic components n.e.c,1.24,0.02,
"199
6",VIVO HEALTHCARE PRIVATE LTD,Netherlands,STICHTING CAPITAL 4 DEVELOPMENT,NEW DELHI,"Other human health activities
n.e.c. (including independent ambulance activities)",20.00,0.31,
"199
7",FRV POWER INDIA PRIVATE LIMITED,Netherlands,FOOTOWATIO RENEWABLE VENTURES B.V.,NEW DELHI,Electric power generation using solar energy,33.78,0.52,
"199
8",FUSION MICROFINANCE PVT LTD,Netherlands,OIKOCREDIT ENCUMENICAL DEVELOPMENT COOPE,NEW DELHI,"Other financial service activities, except insurance and pension funding activities, n.e.c.",140.60,2.18,
"199
9",AAVISHKAAR VENTURE MANAGEMENT SERVICES P,Netherlands,TRIODOS CUSTODY B.V.IN ITS CAPACITY AS C,MUMBAI,Management consultancy activities,169.74,2.63,
"200
0",AAVISHKAAR VENTURE MANAGEMENT SERVICES P,Netherlands,TRIODOS CUSTODY B.V.IN ITS CAPACITY AS C,MUMBAI,Management consultancy activities,305.54,4.74,
"200
1",VOLKSWAGEN FINANCE PVT LTD,Netherlands,VOLKSWAGEN FINANCIAL OVERSEAS BV,MUMBAI,Other business support service activities n.e.c.,6.18,0.10,
"200
2",ANEMONES HOSPITALITY AND HOTELS PRIVATE,Netherlands,VAN HERK INDIA BHIWADI B.V,BANGALORE,Construction of buildings carried out on own-account basis or on a fee or contract basis,50.43,0.78,
"200
3",VOLKSWAGEN FINANCE PVT LTD,Netherlands,VOLKSWAGEN FINANCE OVERSEAS BV,MUMBAI,Other business support service activities n.e.c.,142.09,2.20,
"200
4",CLARCOR INDIA PRIVATE LIMITED,Netherlands,PECOFACET (HOLLAND) BV,NEW DELHI,Manufacture of filtering and purifying machinery or apparatus for liquids and gases,60.00,0.93,
"200
5",CINEPOLIS INDIA PVT LTD,Netherlands,THYMELICUS HOLDINGS B.V.,NEW DELHI,"Motion picture or video tape projection in cinemas, in the open air or in other projection
facilities","1,254.59",19.45,
"200
6",MATERIALS SCIENCE INDIA PRIVATE LIMITED,Netherlands,DU PONT DE NEMOURS (NEDERLAND) B.V.,NEW DELHI,Wholesale of plastic materials in primary forms,0.00,0.00,
"200
7",AUTOMOBILITY SERVICES AND SOLUTIONS PRIV,Netherlands,ROBERT BOSCH INVESTMENT NEDERLAND B.V,BANGALORE,Maintenance and repair of motor vehicles,39.90,0.62,
"200
8",PAVAMAN POLY PRODUCTS PVT LTD,Netherlands,Mr. H. Zuidersma,BANGALORE,"Manufacture of plastic in primary forms (includes amino-resins, polyurethanes etc.)",1.00,0.02,
"200
9",BACARDI INDIA PRIVATE LIMITED (EAR: BACA,Netherlands,"GRONINGENWEG 8, 2803 PV GOUDA",NEW DELHI,"MANUFACTURE OF DISTILLED, POTABLE, ALCOHOLIC BEVERAGES SUCH AS WHISKY,BRANDY, GIN, MIXED DRINKS E",737.00,11.44,
"201
0",CASABLANCA INDUSTRIES PVT LTD,Netherlands,INDICANS HOLDINGS BV,NEW DELHI,"Manufacture of other fabricated metal products
n.e.c.",7.96,0.12,
Sl. No,Name of Indian Company,Country,Name of Foreign Collaborator,RBI Regional Office,Item of Manufacture,Amount of FDI Inflows,,
,,,,,,(In Rs million),(In US$ million),
"201
1",CASABLANCA INDUSTRIES PVT LTD,Netherlands,EXAL INDIA BV,NEW DELHI,Manufacture of other fabricated metal products n.e.c.,2.65,0.04,
"201
2",PANASONIC INDIA PVT LTD,Netherlands,PANASONIC HOLDING (NETHERLANDS) B.V.,NEW DELHI,"Manufacture of domestic electric appliances such as refrigerators, washing
machines, vacuum cleaners",459.80,7.14,
"201
3",AMADEUS ADVISORS PVT LTD,Netherlands,STICHTING FONDSBEHEER DGGF LOKAAL MKB,MUMBAI,Data processing activities including report writing,25.93,0.40,
"201
4",AMADEUS ADVISORS PVT LTD,Netherlands,STICHTING FONDSBEHEER DGGF LOKAAL MKB,MUMBAI,Activities auxiliary to financial service activities n.e.c.,0.02,0.00,
"201
5",I-NURTURE EDUCATION SOLUTIONS PVT LTD,Netherlands,Bertelsmann Nederland B V,BANGALORE,Educational support services,78.12,1.21,
"201
6",HOME CREDIT INDIA FINANCE LIMITED (RAJSH,Netherlands,HOME CREDIT INDIA BV,NEW DELHI,Other credit granting,"1,460.00",22.66,
"201
7",BUDC INDIA PRIVATE LIMITED,Netherlands,Bharat Urban Development Consortium,NEW DELHI,Other specialized construction activities,0.20,0.00,
"201
8",SEI SRIRAM POWER PRIVATE LIMITED,Netherlands,SunE Solar B.V,BANGALORE,Electric power generation using solar energy,78.79,1.22,
